"PWS ID","PWS Name","PWS Type","Primary Source","Counties Served","Cities Served","PopulationServed Count","Number of Facilities","Number of Violations","Number of Site Visits"
"CO0107135","BASELINE WD","Community water system","Surface water purchased","Boulder","-","820","2","2","5"
"CO0123133","BATTLEMENT MESA MD","Community water system","Surface water","Garfield","-","4,100","10","62","8"
"CO0134030","BAYFIELD TOWN OF","Community water system","Surface water","La Plata","-","2,300","14","8","6"
"CO0214142","BEAR CREEK LOA","Community water system","Groundwater under influence of surface water","Conejos","-","133","6","190","5"
"CO0130138","BEAR CREEK WSD","Community water system","Surface water purchased","Jefferson","-","31,150","2","0","6"
"CO0145030","BEEHIVE WC NO1","Community water system","Ground water","Otero","-","154","7","34","11"
"CO0118002","BELL MTN RANCH","Community water system","Ground water","Douglas","-","1,000","9","1","5"
"CO0101015","BELLEVIEW CHRISTIAN COLLEGE","Community water system","Ground water","Adams","-","460","7","46","8"
"CO0119139","BELLYACHE RIDGE MD","Community water system","Ground water","Eagle","-","230","11","27","9"
"CO0101020","BENNETT TOWN OF","Community water system","Ground water","Adams","-","3,100","33","13","10"
"CO0145060","BENTS FORT WC","Community water system","Ground water purchased","Otero","-","900","19","67","7"
"CO0135138","BERTHOUD TOWN OF","Community water system","Surface water","Larimer","-","7,540","12","40","10"
"CO0132001","BETHUNE TOWN OF","Community water system","Ground water","Kit Carson","-","195","6","30","8"
"CO0151100","BEULAH WATER WORKS DISTRICT","Community water system","Surface water","Pueblo","-","355","10","24","8"
"CO0118001","BEVERLY HILLS MUTUAL WC","Community water system","Ground water","Douglas","-","325","11","27","8"
"CO0135143","BIG ELK MEADOWS WA","Community water system","Surface water","Larimer","-","351","13","62","7"
"CO0221060","BIG PINES CAMPGROUND","Community water system","Ground water","El Paso","-","72","3","5","6"
"CO0124147","BLACK HAWK CITY OF","Community water system","Surface water","Gilpin","-","15,167","25","68","8"
"CO0112100","BLANCA TOWN OF","Community water system","Ground water","Costilla","-","471","5","8","10"
"CO0130005","BLUE MOUNTAIN WD","Community water system","Ground water","Jefferson","-","350","19","15","5"
"CO0159005","BLUE RIVER VALLEY RANCH LAKES","Community water system","Ground water","Summit","-","150","4","2","7"
"CO0134065","BLUE SKY RANCH INC ASSOC OF OWNERS","Community water system","Ground water","La Plata","-","175","4","4","4"
"CO0125148","BLUE VALLEY MD","Community water system","Groundwater under influence of surface water","Grand","-","375","4","3","5"
"CO0121060","BOBCAT MEADOWS MD","Community water system","Ground water","El Paso","-","470","5","44","5"
"CO0115152","BONE MESA DOMESTIC WD","Community water system","Groundwater under influence of surface water","Delta","-","400","11","47","11"
"CO0130152","BONVUE","Community water system","Surface water purchased","Jefferson","-","400","3","0","6"
"CO0151150","BOONE TOWN OF","Community water system","Groundwater under influence of surface water","Pueblo","-","350","30","37","11"
"CO0107152","BOULDER CITY OF","Community water system","Surface water","Boulder","-","166,080","17","6","7"
"CO0107179","BOULDER MEADOWS MHP","Community water system","Surface water purchased","Boulder","-","1,657","2","14","5"
"CO0103153","BOW MAR WSD","Community water system","Surface water purchased","Arapahoe","-","900","5","0","6"
"CO0131200","BRANDON WA","Community water system","Ground water","Kiowa","-","50","4","26","5"
"CO0136300","BRANSON TOWN OF","Community water system","Groundwater under influence of surface water","Las Animas","-","131","10","44","9"
"CO0159020","BRECKENRIDGE TOWN OF","Community water system","Surface water","Summit","-","28,315","28","46","6"
"CO0162155","BRIGGSDALE WC","Community water system","Ground water","Weld","-","80","6","16","6"
"CO0101025","BRIGHTON CITY OF","Community water system","Surface water purchased","Adams","-","36,010","32","39","9"
"CO0101030","BRIGHTON MHP","Community water system","Ground water","Adams","-","77","3","55","9"
"CO0150200","BRISTOL WSD","Community water system","Ground water","Prowers","-","210","7","77","6"
"CO0120153","BRITANIE RIDGE WS","Community water system","Ground water","Elbert","-","33","4","1","2"
"CO0130010","BROOK FOREST WD","Community water system","Ground water","Jefferson","-","994","17","2","5"
"CO0122050","BROOKSIDE TOWN OF","Community water system","Surface water purchased","Fremont","-","467","3","7","8"
"CO0107155","BROOMFIELD  CITY AND COUNTY OF","Community water system","Surface water","Broomfield","BROOMFIELD","93,051","17","1","8"
"CO0144001","BRUSH CITY OF","Community water system","Ground water","Morgan","-","5,117","26","7","7"
"CO0149155","BRUSH CREEK WD","Community water system","Surface water purchased","Pitkin","-","90","6","19","4"
"CO0126158","BUCKHORN RANCH WS","Community water system","Groundwater under influence of surface water","Gunnison","-","100","5","18","4"
"CO0252160","BUCKSKIN VALLEY SUBDIVISION","Community water system","Ground water","Rio Blanco","-","28","4","0","3"
"CO0108350","BUENA VISTA CORRECTIONAL FACILITY","Community water system","Ground water","Chaffee","-","1,700","8","56","10"
"CO0108300","BUENA VISTA TOWN OF","Community water system","Ground water","Chaffee","-","2,810","12","39","7"
"CO0130015","BUFFALO CREEK WD","Community water system","Surface water","Jefferson","-","125","7","11","9"
"CO0138001","BUFFALO HILLS RV PARK","Community water system","Ground water","Logan","-","140","6","100","7"
"CO0159025","BUFFALO MOUNTAIN MD","Community water system","Ground water","Summit","-","2,465","15","9","8"
"CO0162159","BUFFALO RIDGE ESTATES","Community water system","Ground water","Weld","-","90","11","63","4"
"CO0132005","BURLINGTON CITY OF","Community water system","Ground water","Kit Carson","-","3,720","30","315","9"
"CO0149160","BUTTERMILK MD","Community water system","Surface water purchased","Pitkin","-","200","8","232","5"
"CO0103010","BYERS WSD","Community water system","Ground water","Arapahoe","-","1,000","13","6","6"
"CO0121075","CALHAN TOWN OF","Community water system","Ground water","El Paso","-","780","9","12","8"
"CO0121080","CAMELOT PROPERTY OWNERS ASSOC","Community water system","Ground water","El Paso","-","60","5","132","4"
"CO0126834","CAMP GUNNISON INC","Community water system","Ground water","Gunnison","-","35","8","33","7"
"CO0105100","CAMPO TOWN OF","Community water system","Ground water","Baca","-","150","6","37","10"
"CO0139166","CANDLEWOOD PARK","Community water system","Surface water purchased","Mesa","-","800","2","2","5"
"CO0122100","CANON CITY CITY OF","Community water system","Surface water","Fremont","-","34,800","22","19","7"
"CO0123155","CANYON CREEK ESTATES AND APTS","Community water system","Ground water","Garfield","-","140","5","8","5"
"CO0111200","CAPULIN WD","Community water system","Ground water","Conejos","-","350","6","28","9"
"CO0123167","CARBONDALE TOWN OF","Community water system","Surface water","Garfield","-","6,700","15","13","9"
"CO0135476","CARTER LAKE FILTER PLANT","Community water system","Surface water","Larimer","-","0","8","4","10"
"CO0108375","CASA DEL RIO SUBD","Community water system","Ground water","Chaffee","-","73","4","3","4"
"CO0121100","CASCADE METRO DISTRICT NO 1","Community water system","Surface water purchased","El Paso","-","1,800","4","13","8"
"CO0118006","CASTLE PINES NORTH MD","Community water system","Surface water purchased","Douglas","-","9,800","19","61","6"
"CO0118005","CASTLE PINES VILLAGE MD","Community water system","Ground water","Douglas","-","5,074","19","56","8"
"CO0118010","CASTLE ROCK TOWN OF","Community water system","Surface water","Douglas","-","59,362","115","10","10"
"CO0154466","CATAMOUNT MD LAKE PROPERTY","Community water system","Groundwater under influence of surface water","Routt","-","215","10","3","5"
"CO0115168","CATHEDRAL WC","Community water system","Groundwater under influence of surface water","Delta","-","220","9","40","7"
"CO0123166","CATTLE CREEK WUA","Community water system","Groundwater under influence of surface water","Garfield","-","47","5","33","5"
"CO0101166","CAVANAUGH HILLS WS","Community water system","Ground water","Adams","-","150","6","54","5"
"CO0115171","CEDAREDGE TOWN OF","Community water system","Surface water","Delta","-","2,054","21","11","11"
"CO0118015","CENTENNIAL WSD","Community water system","Surface water","Douglas","-","96,553","106","3","6"
"CO0155500","CENTER TOWN OF","Community water system","Ground water","Saguache","-","2,400","7","29","8"
"CO0124171","CENTRAL CITY CITY OF","Community water system","Surface water","Gilpin","-","3,750","10","1","8"
"CO0162122","CENTRAL WELD CNTY WD","Community water system","Surface water purchased","Weld","-","6,481","21","2","6"
"CO0126175","CHAIR MTN RANCH HOA FILING 1","Community water system","Ground water","Gunnison","-","45","5","88","6"
"CO0208200","CHATEAU CHAPARREL CG","Community water system","Ground water","Chaffee","-","240","9","1","4"
"CO0118175","CHATFIELD SOUTH WD","Community water system","Surface water purchased","Douglas","-","312","3","10","6"
"CO0145090","CHERAW TOWN OF","Community water system","Ground water","Otero","-","254","6","16","9"
"CO0121125","CHEROKEE MD","Community water system","Ground water","El Paso","-","23,000","46","67","7"
"CO0116175","CHERRY CREEK VALLEY WSD","Community water system","Surface water purchased","Denver","-","19,000","8","0","6"
"CO0103176","CHERRY CREEK VILLAGE WD","Community water system","Surface water purchased","Arapahoe","-","7,500","4","0","5"
"CO0121176","CHEYENNE MOUNTAIN ESTATES MHP","Community water system","Surface water purchased","El Paso","-","472","2","7","2"
"CO0109006","CHEYENNE WELLS TOWN OF","Community water system","Ground water","Cheyenne","-","840","14","96","8"
"CO0136175","CHICOSA WATER USERS ASSOCIATION","Community water system","Surface water purchased","Las Animas","TRINIDAD","40","2","7","0"
"CO0143176","CHIPETA WD","Community water system","Surface water purchased","Montrose","-","2,950","8","1","7"
"CO0143177","CIMARRON CREEK","Community water system","Surface water purchased","Montrose","MONTROSE","188","2","0","1"
"CO0120003","CLEARWATER MD","Community water system","Ground water","Elbert","-","200","4","17","4"
"CO0139180","CLIFTON WD","Community water system","Surface water","Mesa","-","34,500","17","13","8"
"CO0122250","COAL CREEK TOWN OF","Community water system","Surface water purchased","Fremont","-","301","2","8","6"
"CO0115185","COALBY DOMESTIC WC","Community water system","Groundwater under influence of surface water","Delta","-","239","10","69","9"
"CO0136185","COKEDALE TOWN OF","Community water system","Surface water purchased","Las Animas","TRINIDAD","120","3","9","3"
"CO0139185","COLLBRAN TOWN OF","Community water system","Groundwater under influence of surface water","Mesa","-","661","11","6","9"
"CO0121140","COLORADO CENTRE MD","Community water system","Ground water","El Paso","-","3,675","8","4","6"
"CO0151200","COLORADO CITY MD","Community water system","Surface water","Pueblo","-","2,175","9","51","11"
"CO0123170","COLORADO MTN COLLEGE SVC","Community water system","Ground water","Garfield","-","715","8","6","4"
"CO0121150","COLORADO SPRINGS UTILITIES","Community water system","Surface water","El Paso","-","442,409","107","4","6"
"CO0125155","COLUMBINE LAKE WSD","Community water system","Ground water","Grand","-","428","8","20","10"
"CO0130020","CONSOLIDATED MUTUAL MAPLE GROVE","Community water system","Surface water","Jefferson","-","26,718","28","6","7"
"CO0130145","CONSOLIDATED MUTUAL NO2","Community water system","Surface water purchased","Jefferson","-","58,638","29","1","5"
"CO0159030","COPPER MOUNTAIN CONSOLIDATED MD","Community water system","Ground water","Summit","-","5,785","10","1","10"
"CO0142200","CORTEZ CITY OF","Community water system","Surface water","Montezuma","-","8,700","8","75","8"
"CO0112300","COSTILLA COUNTY WS","Community water system","Ground water","Costilla","-","561","18","40","8"
"CO0123185","COTTONWOOD SPRINGS MHP","Community water system","Surface water","Garfield","-","750","5","6","6"
"CO0118020","COTTONWOOD WSD","Community water system","Surface water purchased","Douglas","-","10,867","19","9","6"
"CO0103025","COUNTRY GARDENS MHP","Community water system","Ground water","Arapahoe","-","115","6","17","10"
"CO0103186","COUNTRY HOMES","Community water system","Surface water purchased","Arapahoe","-","100","2","0","6"
"CO0126185","COUNTRY MEADOWS MOBILE ESTATES","Community water system","Ground water","Gunnison","-","113","10","7","10"
"CO0101185","COUNTRYSIDE VILLAGE OF DENVER","Community water system","Surface water purchased","Adams","-","1,000","2","8","2"
"CO0120184","COYOTE HILLS WS","Community water system","Ground water","Elbert","-","84","5","25","3"
"CO0130187","CRAGMONT WC","Community water system","Surface water","Jefferson","-","26","12","13","7"
"CO0141188","CRAIG CITY OF","Community water system","Surface water","Moffat","-","9,901","22","1","7"
"CO0115189","CRAWFORD MESA WA","Community water system","Ground water","Delta","-","550","10","40","8"
"CO0115188","CRAWFORD TOWN OF","Community water system","Ground water","Delta","-","499","5","26","11"
"CO0140500","CREEDE CITY OF","Community water system","Ground water","Mineral","-","1,965","7","12","9"
"CO0140600","CREEDE HAVEN NO 1","Community water system","Ground water","Mineral","-","86","3","15","5"
"CO0101188","CREEKSIDE SOUTH ESTATES HOA","Community water system","Ground water","Adams","-","160","25","922","1"
"CO0126189","CRESTED BUTTE SOUTH","Community water system","Ground water","Gunnison","-","1,500","12","69","5"
"CO0126188","CRESTED BUTTE TOWN OF","Community water system","Surface water","Gunnison","-","2,452","9","18","11"
"CO0155188","CRESTONE WS","Community water system","Ground water","Saguache","-","97","6","15","3"
"CO0101040","CRESTVIEW WSD","Community water system","Surface water purchased","Adams","-","17,000","9","0","7"
"CO0101187","CRESTWOOD ESTATES","Community water system","Ground water","Adams","-","100","4","0","3"
"CO0160100","CRIPPLE CREEK CITY OF","Community water system","Surface water","Teller","-","4,520","13","7","10"
"CO0138005","CROOK TOWN OF","Community water system","Ground water","Logan","-","182","6","14","7"
"CO0152188","CROSS L ESTATES","Community water system","Ground water","Rio Blanco","-","50","5","86","5"
"CO0113100","CROWLEY COUNTY WA","Community water system","Ground water","Crowley","-","530","20","1","7"
"CO0113200","CROWLEY COUNTY WS","Community water system","Ground water","Crowley","-","0","10","2","5"
"CO0104393","CROWLEY RANCH RESERVE","Community water system","Groundwater under influence of surface water","Archuleta","-","43","7","2","3"
"CO0113300","CROWLEY TOWN OF","Community water system","Ground water purchased","Crowley","-","188","2","0","5"
"CO0149188","CRYSTAL RIVER COUNTRY ESTATES WATER CO","Community water system","Ground water","Pitkin","-","44","4","45","7"
"CO0123188","CRYSTAL VALLEY","Community water system","Ground water","Garfield","-","100","3","4","4"
"CO0235184","CSU MAIN AND WEST HOUSING CAMPUS","Community water system","Surface water purchased","Larimer","-","20,607","10","5","3"
"CO0128100","CUCHARAS SANITATION AND WATER DISTRICT","Community water system","Surface water","Huerfano","-","300","12","49","11"
"CO0162200","DACONO CITY OF","Community water system","Surface water purchased","Weld","-","4,200","3","3","7"
"CO0154200","DAKOTA RIDGE HOA","Community water system","Ground water","Routt","-","130","5","6","5"
"CO0146485","DALLAS CREEK WC","Community water system","Surface water","Ouray","-","764","9","22","11"
"CO0246201","DALLAS MEADOWS COMMUNITY ASSOC","Community water system","Ground water","Ouray","-","120","4","20","4"
"CO0139205","DEBEQUE TOWN OF","Community water system","Surface water","Mesa","-","526","11","72","9"
"CO0120246","DEER CREEK WD","Community water system","Ground water","Elbert","-","792","19","9","5"
"CO0103030","DEER TRAIL TOWN OF","Community water system","Ground water","Arapahoe","-","600","12","142","9"
"CO0154205","DEERWOOD SERVICE COMPANY LLC","Community water system","Ground water","Routt","-","89","7","1","6"
"CO0153200","DEL NORTE TOWN OF","Community water system","Ground water","Rio Grande","-","1,800","10","83","8"
"CO0115205","DELTA CITY OF","Community water system","Surface water purchased","Delta","-","8,700","6","3","7"
"CO0101205","DENVER CASCADE MHP","Community water system","Surface water purchased","Adams","-","1,200","2","0","2"
"CO0116001","DENVER WATER BOARD","Community water system","Surface water","Denver","-","1,000,000","44","121","8"
"CO0215225","DEUTSCH DOMESTIC WATER","Community water system","Groundwater under influence of surface water","Delta","-","90","10","23","7"
"CO0159035","DILLON TOWN OF","Community water system","Surface water","Summit","-","3,254","10","8","8"
"CO0159040","DILLON VALLEY DISTRICT","Community water system","Surface water","Summit","-","3,063","9","1","7"
"CO0141210","DINOSAUR TOWN OF","Community water system","Ground water","Moffat","-","350","11","16","7"
"CO0160295","DIVIDE MPC MD NO 1","Community water system","Ground water","Teller","-","679","10","81","4"
"CO0160275","DIVIDE SOUTH","Community water system","Groundwater under influence of surface water","Teller","-","60","9","59","6"
"CO0160195","DIVIDE WATER PROVIDERS INC","Community water system","Ground water","Teller","-","570","9","7","5"
"CO0142400","DOLORES TOWN OF","Community water system","Surface water","Montezuma","-","1,650","7","7","9"
"CO0118021","DOMINION WSD","Community water system","Surface water purchased","Douglas","LITTLETON","472","3","0","1"
"CO0121175","DONALA WSD","Community water system","Surface water purchased","El Paso","-","6,600","29","63","5"
"CO0119501","DOTSERO MHP","Community water system","Ground water","Eagle","-","229","5","17","9"
"CO0117300","DOVE CREEK TOWN OF","Community water system","Surface water","Dolores","-","850","7","35","8"
"CO0134150","DURANGO CITY OF","Community water system","Surface water","La Plata","-","24,242","24","18","8"
"CO0134176","DURANGO NORTH VILLAGE","Community water system","Ground water purchased","La Plata","-","150","2","5","6"
"CO0134390","DURANGO REGENCY","Community water system","Ground water","La Plata","-","200","10","18","5"
"CO0134180","DURANGO WEST MD NO 1","Community water system","Surface water purchased","La Plata","-","750","9","35","7"
"CO0134190","DURANGO WEST MD NO 2","Community water system","Surface water purchased","La Plata","-","930","11","28","6"
"CO0131400","EADS TOWN OF","Community water system","Ground water","Kiowa","-","622","15","83","9"
"CO0162234","EAGLE CREST MHP","Community water system","Surface water purchased","Weld","-","441","2","4","1"
"CO0119234","EAGLE RIVER VILLAGE MHP","Community water system","Ground water","Eagle","-","1,500","6","12","8"
"CO0119802","EAGLE RIVER WSD","Community water system","Surface water","Eagle","-","29,123","31","22","10"
"CO0119233","EAGLE TOWN OF","Community water system","Surface water","Eagle","-","6,050","18","4","11"
"CO0129233","EAGLES WATCH HOA","Community water system","Ground water","Jackson","-","65","6","2","5"
"CO0143233","EARLES SUBDIVISION WC","Community water system","Ground water","Montrose","-","40","3","7","8"
"CO0102200","EAST ALAMOSA","Community water system","Ground water purchased","Alamosa","-","1,698","9","34","8"
"CO0107236","EAST BOULDER COUNTY WD","Community water system","Surface water purchased","Boulder","-","300","4","4","6"
"CO0103035","EAST CHERRY CREEK VALLEY WSD","Community water system","Surface water purchased","Arapahoe","-","50,554","200","708","8"
"CO0159045","EAST DILLON WD","Community water system","Groundwater under influence of surface water","Summit","-","2,501","14","2","7"
"CO0145120","EAST END WA","Community water system","Ground water","Otero","-","70","5","217","9"
"CO0122450","EAST FLORENCE WA","Community water system","Surface water purchased","Fremont","-","258","2","9","7"
"CO0135233","EAST LARIMER COUNTY WD","Community water system","Surface water purchased","Larimer","-","20,503","13","5","6"
"CO0103040","EAST VALLEY MD","Community water system","Ground water","Arapahoe","-","230","7","5","8"
"CO0101234","EASTERN ADAMS CO MD","Community water system","Ground water","Adams","-","1,183","10","0","6"
"CO0101034","EASTGATE VILLAGE MANUFACTURED HOMES","Community water system","Purchased ground water under influence of surface water source","Adams","-","1,500","2","7","3"
"CO0108800","EASTSIDE MHP","Community water system","Ground water","Chaffee","-","40","6","104","5"
"CO0162233","EATON TOWN OF","Community water system","Surface water purchased","Weld","-","6,000","5","4","6"
"CO0163001","ECKLEY TOWN OF","Community water system","Ground water","Yuma","-","306","6","73","11"
"CO0135237","EDEN VALLEY INSTITUTE","Community water system","Surface water","Larimer","-","91","10","75","9"
"CO0134200","EDGEMONT RANCH MD","Community water system","Surface water","La Plata","-","1,200","7","69","6"
"CO0130237","EDGEWATER CITY OF","Community water system","Surface water purchased","Jefferson","-","5,170","2","4","6"
"CO0119246","EL JEBEL MHP","Community water system","Ground water","Eagle","-","1,962","7","7","6"
"CO0136249","EL MORO HOEHNE PIPELINE ASSOC","Community water system","Surface water purchased","Las Animas","-","655","2","28","4"
"CO0134210","EL RANCHO FLORIDA MD","Community water system","Surface water","La Plata","-","400","12","30","5"
"CO0123248","EL ROCKO MHP","Community water system","Ground water","Garfield","-","80","3","6","8"
"CO0120245","ELBERT COUNTY HWY 86 WD","Community water system","Ground water","Elbert","-","460","5","3","3"
"CO0120005","ELBERT WSD","Community water system","Ground water","Elbert","-","300","6","88","7"
"CO0107246","ELDORADO ARTESIAN SPRING INC","Community water system","Ground water","Boulder","-","259","8","8","9"
"CO0121200","ELEPHANT ROCK MHP","Community water system","Ground water","El Paso","-","65","5","214","6"
"CO0130025","ELEVADO ESTATES LLC","Community water system","Ground water","Jefferson","-","400","7","2","7"
"CO0120010","ELIZABETH TOWN OF","Community water system","Ground water","Elbert","-","1,435","14","63","10"
"CO0146592","ELK MEADOWS ESTATES","Community water system","Groundwater under influence of surface water","Ouray","-","200","9","21","7"
"CO0157244","ELK RUN HOMEOWNERS CORPORATION","Community water system","Ground water","San Miguel","-","60","7","5","1"
"CO0123485","ELK SPRINGS HOA","Community water system","Ground water","Garfield","-","186","6","2","5"
"CO0125246","ELK VALLEY OLYMPIC VILLAGE","Community water system","Ground water","Grand","-","75","5","196","2"
"CO0120244","ELKHORN RANCH MD NO 1","Community water system","Ground water","Elbert","-","530","8","1","3"
"CO0149609","ELLAMAE PHILLIPS COMPANY RLLP","Community water system","Ground water","Pitkin","-","44","3","9","7"
"CO0121245","ELLICOTT UTILITIES COMPANY, LLC","Community water system","Ground water purchased","El Paso","-","150","6","10","5"
"CO0110010","EMPIRE TOWN OF","Community water system","Surface water","Clear Creek","-","500","9","14","9"
"CO0103045","ENGLEWOOD CITY OF","Community water system","Surface water","Arapahoe","-","46,541","12","10","8"
"CO0162255","ERIE TOWN OF","Community water system","Surface water","Boulder","-","24,330","12","5","7"
"CO0101031","ESTATES AT BROMLEY","Community water system","Ground water","Adams","-","150","17","843","5"
"CO0135257","ESTES PARK TOWN OF","Community water system","Surface water","Larimer","-","16,022","24","2","8"
"CO0145150","EUREKA WC","Community water system","Ground water","Otero","-","498","8","43","12"
"CO0162260","EVANS CITY OF","Community water system","Surface water purchased","Weld","-","19,369","3","13","6"
"CO0130030","EVERGREEN MD","Community water system","Surface water","Jefferson","-","15,000","17","5","8"
"CO0147030","FAIRPLAY MHP","Community water system","Ground water","Park","-","107","8","12","10"
"CO0147020","FAIRPLAY TOWN OF","Community water system","Ground water","Park","-","875","11","82","10"
"CO0121240","FALCON HEIGHTS POA","Community water system","Ground water","El Paso","-","300","7","10","6"
"CO0121247","FALCON HIGHLANDS MD","Community water system","Ground water","El Paso","-","1,050","8","46","5"
"CO0134225","FALFA MHP","Community water system","Ground water","La Plata","-","40","4","54","4"
"CO0134240","FALLS CREEK RANCH NO 1","Community water system","Ground water","La Plata","-","110","5","3","6"
"CO0134270","FALLS CREEK RANCH NO 2","Community water system","Ground water","La Plata","-","74","5","4","7"
"CO0159050","FARMERS KORNER MHP","Community water system","Ground water","Summit","-","159","5","181","9"
"CO0145180","FAYETTE WC","Community water system","Ground water","Otero","-","75","8","108","8"
"CO0101055","FEDERAL HEIGHTS CITY OF","Community water system","Surface water purchased","Adams","-","11,678","18","1","6"
"CO0162476","FIRESTONE TOWN OF","Community water system","Surface water purchased","Weld","-","9,487","3","6","5"
"CO0132010","FLAGLER TOWN OF","Community water system","Ground water","Kit Carson","-","2,160","17","83","11"
"CO0138010","FLEMING TOWN OF","Community water system","Ground water","Logan","-","446","7","139","10"
"CO0122500","FLORENCE CITY OF","Community water system","Surface water","Fremont","-","7,495","14","73","9"
"CO0134300","FLORIDA RIVER ESTATES HOA INC","Community water system","Groundwater under influence of surface water","La Plata","-","239","4","16","7"
"CO0160175","FLORISSANT WSD","Community water system","Groundwater under influence of surface water","Teller","-","250","7","203","8"
"CO0160176","FOREST GLEN SPORTS ASSOC INC","Community water system","Ground water","Teller","-","76","5","79","6"
"CO0130033","FOREST HILLS MD  RIVA CHASE","Community water system","Ground water","Jefferson","-","400","14","52","6"
"CO0134360","FOREST LAKES MD","Community water system","Ground water","La Plata","-","1,972","16","6","10"
"CO0121360","FOREST LAKES MD","Community water system","Ground water","El Paso","-","294","4","0","1"
