PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
NM3562819,CANYON HILLS AREA WUA,Community water system,Ground water,Otero,ALAMOGORDO,53,9,12,14
NM3512514,CAPITAN WATER SYSTEM,Community water system,Ground water,Lincoln,CAPITAN,1400,17,9,18
NM3521008,CAPROCK WATER COMPANY,Community water system,Ground water purchased,Eddy,ARTESIA,212,4,5,15
NM3500821,CAPULIN MDWCA,Community water system,Ground water,Rio Arriba,CAPULIN,450,5,71,11
NM3500404,CARISBROOK PROPERTY OWNERS ASSOCIATION,Community water system,Surface water purchased,Colfax,RATON,45,4,1,6
NM3500930,CARLOS LUCERO SUBDIVISION,Community water system,Ground water,Torrance,-,65,6,18,5
NM3520608,CARLSBAD MUNICIPAL WATER SYSTEM,Community water system,Ground water,Eddy,CARLSBAD,31865,63,14,23
NM3512614,CARRIZOZO WATER SYSTEM,Community water system,Ground water,Lincoln,CARRIZOZO,1342,18,58,27
NM3510209,CASAS ADOBES MDWCA,Community water system,Ground water,Grant,MIMBRES,368,8,43,16
NM3500330,CASSANDRA WATER SYSTEM,Community water system,Ground water,Torrance,MORIARTY,45,5,177,9
NM3528122,CAUSEY  WATER SYSTEM,Community water system,Ground water,Roosevelt,CAUSEY,73,7,18,19
NM3510707,CBG WATER COMPANY,Community water system,Ground water,Dona Ana,CHAPARRAL,1101,9,10,17
NM3521014,CDS RAINMAKERS UTIL LLC  RANCHO RUIDOSO,Community water system,Ground water,Lincoln,ALTO,1000,19,12,21
NM3500921,CEBOLLA MDWCA,Community water system,Ground water,Rio Arriba,CEBOLLA,286,7,68,13
NM3558214,CEDAR CREEK CABIN OWNERS ASSOCIATION,Community water system,Ground water,Lincoln,RUIDOSO,260,23,62,20
NM3500423,CEDAR CREEK WATER COOPERATIVE INC,Community water system,Ground water,Sandoval,PLACITAS,105,6,209,7
NM3599801,CEDAR CREST MDWC & SWA,Community water system,Ground water,Bernalillo,CEDAR CREST,50,8,40,10
NM3559417,CEDAR RIDGE TRAILER PARK,Community water system,Ground water,McKinley,GALLUP,76,5,28,11
NM3574229,CERRO MDWC&SW,Community water system,Ground water,Taos,CERRO,300,6,41,12
NM3501021,CHAMA WATER SYSTEM,Community water system,Surface water,Rio Arriba,CHAMA,1250,11,75,17
NM3503821,CHAMA WEST WATER USERS ASSOCIATION,Community water system,Ground water,Rio Arriba,CHAMA,80,6,8,4
NM3500807,CHAMBERINO MDWC & SA,Community water system,Ground water,Dona Ana,CHAMBERINO,509,4,1,8
NM3549101,CHAMISA MOBILE HOME PARK,Community water system,Ground water,Bernalillo,ALBUQUERQUE,58,6,207,15
NM3505829,CHAMISAL MDWCA,Community water system,Ground water,Taos,CHAMISAL,550,7,24,15
NM3500121,CHAMITA MDWCA,Community water system,Ground water,Rio Arriba,CHAMITA,918,7,28,9
NM3501825,CHAPELLE MDWCA,Community water system,Ground water,San Miguel,SERAFINA,60,4,2,2
NM3510801,CHILILI WATER USERS ASSN,Community water system,Ground water,Bernalillo,TIJERAS,170,6,112,16
NM3565419,CHIPPEWAY PARK WATER ASSOCIATION,Community water system,Ground water,Otero,LA LUZ,173,8,151,23
NM3501521,CHRIST IN THE DESERT MONASTERY,Community water system,Ground water,Rio Arriba,ABIQUIU,30,11,43,6
NM3566026,CHUPADERO MDWCA,Community water system,Ground water,Santa Fe,TESUQUE,131,7,36,13
NM3574519,CIDER MILL FARMS MDWCA,Community water system,Ground water,Otero,HIGH ROLLS,40,14,23,16
NM3573126,CIELO LINDO,Community water system,Ground water,Santa Fe,POJOAQUE,26,6,39,11
NM3526204,CIMARRON WATER SYSTEM,Community water system,Surface water,Colfax,CIMARRON,969,8,69,16
NM3573627,CITY OF ELEPHANT BUTTE,Community water system,Ground water,Sierra,ELEPHANT BUTTE,999,12,10,15
NM3526704,CITY OF RATON/RATON WATER WORKS,Community water system,Surface water,Colfax,RATON,8092,18,16,12
NM3527031,CLAYTON MUNICIPAL SUPPLY,Community water system,Ground water,Union,CLAYTON,2400,28,3,12
NM3515518,CLEVELAND MDWCA,Community water system,Ground water,Mora,CLEVELAND,270,3,15,14
NM3575330,CLINES CORNERS WATER SYSTEM,Community water system,Ground water,Torrance,CLINES CORNERS,450,14,319,14
NM3563019,CLOUD COUNTRY ESTATES WUA,Community water system,Ground water,Otero,MAYHILL,70,12,26,15
NM3511019,CLOUD COUNTRY WEST WATER SYSTEM,Community water system,Ground water,Otero,ALAMOGORDO,200,10,9,15
NM3513519,CLOUDCROFT WATER SYSTEM,Community water system,Ground water,Otero,CLOUDCROFT,2889,39,17,62
NM3553405,CLOVIS WEST LLC,Community water system,Ground water,Curry,CLOVIS,30,10,48,42
NM3508217,COAL BASIN DWUA,Community water system,Ground water,McKinley,GALLUP,57,9,62,15
NM3523016,COLUMBUS WATER SYSTEM,Community water system,Ground water,Luna,COLUMBUS,1760,11,67,20
NM3501221,CORDOVA MDWCA,Community water system,Ground water,Rio Arriba,CORDOVA,325,8,51,16
NM3512714,CORONA WATER SYSTEM,Community water system,Ground water,Lincoln,CORONA,341,10,12,18
NM3592121,CORONADO HIGH SCHOOL,Community water system,Ground water,Rio Arriba,GALLINA,263,10,17,11
NM3553401,CORONADO VILLAGE COUNTRY CLUB,Community water system,Ground water,Bernalillo,ALBUQUERQUE,870,8,25,13
NM3500332,CORREO WATER ASSOCIATION,Community water system,Ground water,Valencia,LAGUNA,129,10,71,10
NM3505929,COSTILLA MDWCA,Community water system,Ground water,Taos,COSTILLA,300,8,46,12
NM3555008,COTTONWOOD WATER MDWCA,Community water system,Ground water,Eddy,ARTESIA,1344,12,28,23
NM3554107,COUNTRY MOBILE MANOR,Community water system,Ground water,Dona Ana,LAS CRUCES,220,8,12,13
NM3540307,COVERED WAGON MOBILE HOME MANOR,Community water system,Ground water,Dona Ana,LAS CRUCES,105,5,47,15
NM3501321,COYOTE MDWCA,Community water system,Ground water,Rio Arriba,COYOTE,45,7,54,16
NM3533526,CUATRO VILLAS MDWCA,Community water system,Ground water purchased,Santa Fe,ESPANOLA,337,8,93,17
NM3509023,CUBA WATER SYSTEM,Community water system,Ground water,Sandoval,CUBA,1500,7,81,18
NM3574429,CUCHILLA DEL LLANO MDWCA,Community water system,Ground water,Taos,LLANO,400,5,35,15
NM3520103,CUMBERLAND COOPERATIVE WUA,Community water system,Ground water,Chaves,ROSWELL,583,9,6,17
NM3504226,CUNDIYO MDWCA,Community water system,Ground water,Santa Fe,CUNDIYO,65,8,45,14
NM3500132,CYPRESS GARDENS WATER USERS ASSOCIATION,Community water system,Ground water,Valencia,LOS LUNAS,967,18,178,9
NM3559717,D & S TRAILER RANCH,Community water system,Ground water,McKinley,GALLUP,100,4,36,11
NM3516807,DE LA TE MOBILE MANOR,Community water system,Ground water,Dona Ana,LAS CRUCES,157,6,14,10
NM3511021,DELANCEY STREET FOUNDATION,Community water system,Ground water,Rio Arriba,ALCALDE,83,5,56,15
NM3528616,DEMING MUNICIPAL WATER SYSTEM,Community water system,Ground water,Luna,DEMING,14855,36,14,25
NM3527131,DES MOINES WATER SYSTEM,Community water system,Ground water,Union,DES MOINES,200,13,8,15
NM3500507,DESERT AIRE MDW AND SWA,Community water system,Ground water,Dona Ana,CHAPARRAL,770,5,16,10
NM3573501,DESERT PALMS MOBILE HOME PARK,Community water system,Ground water,Bernalillo,ALBUQUERQUE,270,8,51,15
NM3510005,DESERT RANCH MDWCA,Community water system,Ground water,Curry,CLOVIS,93,12,34,22
NM3501223,DESERT SKY MOUNTAIN WATER COOPERATIVE,Community water system,Ground water,Sandoval,PLACITAS,130,8,44,8
NM3553205,DESERT VILLAGE RV & MOBILE HOME PARK,Community water system,Ground water,Curry,CLOVIS,230,8,34,25
NM3519703,DEXTER MUNICIPAL WATER SYSTEM,Community water system,Ground water,Chaves,DEXTER,1554,9,5,19
NM3501421,DIXON MDWCA,Community water system,Ground water,Rio Arriba,DIXON,500,9,32,17
NM3554307,DONA ANA MDWCA,Community water system,Ground water,Dona Ana,DONA ANA,11357,33,26,24
NM3528222,DORA WATER SYSTEM,Community water system,Ground water,Roosevelt,DORA,161,10,22,27
NM3576207,DOVE CANYON LLC,Community water system,Ground water,Dona Ana,MESILLA PARK,448,5,18,21
NM3550019,DUNGAN MDWCA,Community water system,Ground water,Otero,ALAMOGORDO,39,6,15,18
NM3503221,DURANES Y GAVILAN MDWCA,Community water system,Ground water,Taos,OJO CALIENTE,220,9,22,16
NM3500329,EAGLE ROCK VILLAGE,Community water system,Ground water,Taos,QUESTA,35,4,59,9
NM3503301,EAST MOUNTAIN WATER HAULING,Community water system,Ground water purchased,Bernalillo,TIJERAS,124,8,13,3
NM3516925,EAST PECOS MDWCA,Community water system,Ground water,San Miguel,PECOS,450,4,53,9
NM3575430,ECHO VALLEY WATER COMPANY,Community water system,Ground water,Torrance,MORIARTY,442,9,19,14
NM3524830,EDGEWOOD MEADOWS WATER CORP.,Community water system,Ground water,Torrance,EDGEWOOD,93,14,40,10
NM3564019,EILEEN ACRES,Community water system,Ground water,Otero,ALAMOGORDO,190,13,22,14
NM3517025,EL ANCON MDWCA,Community water system,Ground water,San Miguel,RIBERA,112,5,37,11
NM3516825,EL CORUCO MDWCA,Community water system,Ground water,San Miguel,RIBERA,138,4,25,12
NM3501725,EL CRESTON MDWCA,Community water system,Surface water purchased,San Miguel,LAS VEGAS,50,2,14,1
NM3510207,EL PATIO MHP #2,Community water system,Ground water,Dona Ana,LAS CRUCES,86,3,23,16
NM3515029,EL PRADO WATER & SANITATION DISTRICT,Community water system,Ground water,Taos,EL PRADO,1118,7,21,12
NM3500629,EL RANCHO MHP TAOS,Community water system,Ground water,Taos,EL PRADO,72,5,44,6
NM3536221,EL RITO CANYON MDWCA,Community water system,Ground water,Rio Arriba,EL RITO,300,7,52,9
NM3504021,EL RITO REGIONAL WATER & WASTE WATER ASN,Community water system,Ground water,Rio Arriba,EL RITO,1200,11,16,4
NM3522329,EL SALTO MDWCA AND SA,Community water system,Ground water,Taos,ARROYO SECO,232,4,51,20
NM3522532,EL SHADDAI WATER CO OP,Community water system,Ground water,Valencia,LOS LUNAS,75,5,263,10
NM3504126,EL VADITO DE LOS CERRILLOS WATER ASSOC,Community water system,Ground water,Santa Fe,CERRILLOS,450,8,28,15
NM3537326,ELDORADO AREA WATER AND SANITATION DIST.,Community water system,Ground water,Santa Fe,SANTA FE,7350,64,124,15
NM3530827,ELEPHANT BUTTE WATER SYSTEM,Community water system,Ground water,Sierra,ELEPHANT BUTTE,2529,12,5,17
NM3528322,ELIDA WATER SYSTEM,Community water system,Ground water,Roosevelt,ELIDA,270,13,46,22
NM3563814,ENCHANTED FOREST WATER CORPORATION,Community water system,Ground water,Lincoln,ALTO,350,15,44,31
NM3553321,ENCHANTED MESA MOBILE HOME PARK,Community water system,Ground water,Santa Fe,ESPANOLA,145,9,21,15
NM3510329,ENCHANTED MOBILE HOME PARK,Community water system,Ground water,Taos,TAOS,150,9,66,11
NM3563319,ENCHANTED VALLEY WUA,Community water system,Ground water,Otero,ALAMOGORDO,44,11,9,21
NM3523930,ENCINO WATER SYSTEM,Community water system,Ground water purchased,Torrance,ENCINO,68,5,21,14
NM3501821,ENSENADA MDWCA,Community water system,Ground water,Rio Arriba,TIERRA AMARILLA,300,7,49,18
NM3524626,ENTRANOSA WATER AND WASTEWATER COOP,Community water system,Ground water,"Bernalillo, Santa Fe",EDGEWOOD,8500,28,11,16
NM3527305,EPCOR WATER NEW MEXICO INC  CLOVIS,Community water system,Ground water,Curry,CLOVIS,39508,122,13,31
NM3500326,"EPCOR WATER NEW MEXICO INC., EDGEWOOD",Community water system,Ground water,Santa Fe,EDGEWOOD,4700,36,10,10
NM3501921,ESPANOLA WATER SYSTEM,Community water system,Ground water,Rio Arriba,ESPANOLA,12012,51,267,16
NM3524030,ESTANCIA WATER SYSTEM,Community water system,Ground water,Torrance,ESTANCIA,1795,19,18,20
NM3521513,EUNICE WATER SUPPLY SYSTEM,Community water system,Ground water,Lea,EUNICE,4303,32,13,17
NM3510403,FAMBROUGH MDWCA,Community water system,Ground water,Chaves,HAGERMAN,442,9,14,10
NM3510224,FARMINGTON WATER SYSTEM,Community water system,Surface water,San Juan,FARMINGTON,38000,24,6,15
NM3559014,FAWN RIDGE PROPERTY OWNERS ASSOCIATION,Community water system,Ground water,Lincoln,RUIDOSO,150,30,38,17
NM3510024,FLORA VISTA MUTUAL DOMESTIC,Community water system,Surface water purchased,San Juan,FARMINGTON,3742,12,30,16
NM3528422,FLOYD WS VILLAGE OF,Community water system,Ground water,Roosevelt,FLOYD,109,6,55,26
NM3548301,FOREST PARK PROPERTY OWNERS COOP,Community water system,Ground water,Bernalillo,CEDAR CREST,189,8,4,12
NM3512814,FORT STANTON FACILITY,Community water system,Ground water,Lincoln,FORT STANTON,135,10,62,40
NM3527706,FORT SUMNER MUNICIPAL WATER SYSTEM,Community water system,Ground water,De Baca,FORT SUMNER,2304,10,72,25
NM3500701,FOX HILLS WATER USERS ASSOC,Community water system,Ground water,Bernalillo,SANDIA PARK,69,5,19,9
NM3522409,FREEPORT MCMORAN CHINO MINES,Community water system,Ground water,Grant,HURLEY,1050,70,0,13
NM3500204,FRENCH MDWCA/SWA,Community water system,Surface water purchased,Colfax,SPRINGER,150,8,19,9
NM3500525,GABALDON MDWCA,Community water system,Ground water,San Miguel,LAS VEGAS,45,6,64,8
NM3504426,GALISTEO MDWCA,Community water system,Ground water,Santa Fe,GALISTEO,172,9,32,13
NM3502021,GALLINA WATER SYSTEM,Community water system,Ground water,Rio Arriba,GALLINA,75,7,67,13
NM3508317,GALLUP WATER SYSTEM,Community water system,Ground water,McKinley,GALLUP,23469,49,22,10
NM3508517,GAMERCO WATER & SANITATION,Community water system,Ground water purchased,McKinley,GAMERCO,1552,9,59,14
NM3529007,GARFIELD MDWCA,Community water system,Ground water,Dona Ana,GARFIELD,2519,18,36,15
NM3556212,GLEN ACRES WATER COOP,Community water system,Ground water,Hidalgo,LORDSBURG,185,6,228,17
NM3504626,GLORIETA CAMPS,Community water system,Ground water,Santa Fe,GLORIETA,2060,9,14,14
NM3504326,GLORIETA EAST WATER SUPPLY,Community water system,Ground water,Santa Fe,GLORIETA,60,4,44,9
NM3500625,GONZALES RANCH MDWCA,Community water system,Ground water,San Miguel,GONZALES RANCH,114,5,71,8
NM3527405,GRADY WATER SYSTEM,Community water system,Ground water,Curry,GRADY,177,7,5,20
NM3526133,GRANTS DOMESTIC WATER SYSTEM,Community water system,Ground water,Cibola,GRANTS,8700,12,15,16
NM3502426,GREATER CHIMAYO MDWCA,Community water system,Ground water,Rio Arriba,CHIMAYO,695,15,12,3
NM3504526,GREATER GLORIETA REGIONAL MDC,Community water system,Ground water,Santa Fe,GLORIETA,120,8,40,13
NM3548501,GREEN ACRES MOBILE HOME VILLAGE,Community water system,Ground water,Bernalillo,ALBUQUERQUE,200,7,208,14
NM3502401,"GREEN RIDGE MDWCA, INC.",Community water system,Ground water,Bernalillo,TIJERAS,130,6,61,6
NM3519803,GREENFIELD MDWCA,Community water system,Ground water,Chaves,HAGERMAN,263,9,8,17
NM3527231,GRENVILLE WATER SYSTEM,Community water system,Ground water,Union,GRENVILLE,25,11,32,13
NM3515818,GUADALUPITA MDWCA,Community water system,Ground water,Mora,GUADALUPITA,82,6,106,12
NM3501309,HACHITA MDWCA,Community water system,Ground water,Grant,HACHITA,100,4,15,2
NM3511507,HACIENDA ACRES WATER SYSTEM (LCU),Community water system,Ground water,Dona Ana,LAS CRUCES,2995,16,9,14
NM3519903,HAGERMAN WATER SYSTEM,Community water system,Ground water,Chaves,HAGERMAN,1303,11,19,16
NM3562001,HAMILTON MOBILE HOME PARK,Community water system,Ground water,Bernalillo,ALBUQUERQUE,69,4,11,12
NM3522309,HANOVER MDWCA,Community water system,Ground water,Grant,HANOVER,237,9,16,17
NM3520708,HAPPY VALLEY COOPERATIVE WATER WORKS,Community water system,Ground water,Eddy,CARLSBAD,638,9,24,18
NM3511607,HATCH WATER SUPPLY SYSTEM,Community water system,Ground water,Dona Ana,HATCH,2358,10,10,16
NM3500232,HI MESA ESTATES WATER COOP,Community water system,Ground water,Valencia,LOS LUNAS,145,9,37,8
NM3513619,HIGH ROLLS COMMUNITY WATER USERS COOP,Community water system,Ground water,Otero,HIGH ROLLS MOUNTAIN PARK,300,11,11,16
NM3580514,HIGH SIERRA ESTATES WATER ASSN,Community water system,Ground water,Lincoln,ALTO,80,7,27,18
NM3513107,HIGH VALLEY WATER MDWCA,Community water system,Ground water,Dona Ana,VADO,67,7,33,11
NM3501232,HIGHLAND MEADOWS ESTATES MDWCA,Community water system,Ground water,Valencia,LOS LUNAS,43,16,148,3
NM3510120,HILLS VILLAGE WATER SYSTEM,Community water system,Ground water purchased,Quay,TUCUMCARI,116,2,6,15
NM3514127,HILLSBORO MDWCA,Community water system,Ground water,Sierra,HILLSBORO,192,9,6,18
NM3521613,HOBBS MUNICIPAL WATER SUPPLY,Community water system,Ground water,Lea,HOBBS,38936,64,5,18
NM3576623,HOFHEINS/MARCEL THOMAS ASSOC COOP INC,Community water system,Ground water,Sandoval,JEMEZ SPRINGS,83,7,182,15
NM3562719,HOLLOMAN AIR FORCE BASE,Community water system,Ground water,Otero,HOLLOMAN AIR FORCE BASE,13000,32,70,16
NM3577107,HOLLY GARDEN MHP,Community water system,Ground water,Dona Ana,LAS CRUCES,311,6,63,14
NM3500410,HOLLYWOOD RANCH DOMESTIC WUA,Community water system,Ground water purchased,Guadalupe,SANTA ROSA,43,4,2,2
NM3580102,HOMESTEAD LANDOWNERS ASSOCIATION,Community water system,Ground water,Catron,DATIL,168,16,16,9
NM3550201,HOMESTEAD MOBILE HOME COMMUNITY,Community water system,Ground water,Bernalillo,ALBUQUERQUE,185,12,214,13
NM3575530,HOMESTEAD WATER COMPANY,Community water system,Ground water,Torrance,MORIARTY,195,16,54,11
NM3520808,HOPE WATER SYSTEM,Community water system,Ground water,Eddy,HOPE,218,7,14,22
NM3510220,HOUSE WATER SYSTEM,Community water system,Ground water,Quay,HOUSE,65,5,9,17
NM3544926,HYDE PARK ESTATES WATER USERS ASSOC,Community water system,Surface water purchased,Santa Fe,SANTA FE,178,12,97,19
NM3500924,HYDRO PURE TECHNOLOGY INC.,Community water system,Surface water purchased,San Juan,AZTEC,25,11,12,5
NM3500125,ILFELD MDWCA,Community water system,Ground water,San Miguel,"ILFELD, SAN JOSE",400,4,18,10
NM3546930,INDIAN HILLS WATER COMPANY,Community water system,Ground water,Torrance,MORIARTY,704,17,44,15
NM3521713,JAL WATER SUPPLY SYSTEM,Community water system,Ground water,Lea,JAL,3072,17,46,17
NM3509123,JEMEZ SPRINGS DWUA,Community water system,Ground water,Sandoval,JEMEZ SPRINGS,1500,18,78,15
NM3571026,JUNIPER HILLS MHP,Community water system,Ground water,Santa Fe,SANTA FE,60,4,107,13
NM3574826,JUNIPER HILLS RANCH,Community water system,Ground water,Santa Fe,SANTA FE,65,3,83,11
NM3568819,JUNIPER MOBILE PARK,Community water system,Ground water,Otero,HIGH ROLLS,18,12,9,18
NM3500219,KARR CANYON ESTATES,Community water system,Ground water,Otero,HIGH ROLLS,100,5,10,8
NM3567701,KIRTLAND AIR FORCE BASE,Community water system,Ground water,Bernalillo,ALBUQUERQUE,22500,48,88,16
NM3566221,LA ASOCIACION DE AGUA DE LOS BRAZOS,Community water system,Ground water purchased,Rio Arriba,LOS OJOS,32,6,122,12
NM3502926,LA BAJADA MDWCA,Community water system,Ground water,Santa Fe,SANTA FE,40,3,22,6
NM3537526,LA CIENEGA MDWCA,Community water system,Ground water,Santa Fe,SANTA FE,525,8,37,20
NM3517625,LA CUEVA MDWCA,Community water system,Ground water,San Miguel,PECOS,48,4,53,11
NM3509223,LA JARA WATER USERS ASSOCIATION,Community water system,Surface water,Sandoval,LA JARA,250,13,105,13
NM3552728,LA JOYA MDWCA,Community water system,Ground water,Socorro,LAJOYA,238,4,31,17
NM3501129,LA LAMA MDWCA,Community water system,Ground water,Taos,QUESTA,45,4,17,4
NM3509029,LA LOMITA TRAILER PARK,Community water system,Ground water,Taos,TAOS,83,7,16,12
NM3513719,LA LUZ MDWCA,Community water system,Surface water,Otero,LA LUZ,2500,14,10,33
NM3502121,LA MADERA MDWCA,Community water system,Ground water,Rio Arriba,LA MADERA,150,7,88,17
NM3549801,"LA MESA VILLA MOBILE HOME PARK, LLC",Community water system,Ground water,Bernalillo,ALBUQUERQUE,90,4,14,11
