PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
AL0000920,BEAR CREEK WATER WORKS,Community water system,Surface water purchased,Marion,-,3084,6,1,32
AL0001044,BEATRICE WATER SYSTEM,Community water system,Ground water,Monroe,BEATRICE,591,9,11,66
AL0000805,BEAUREGARD WATER AUTHORITY,Community water system,Ground water,Lee,OPELIKA,10926,18,9,117
AL0000025,BELFOREST WATER SYSTEM,Community water system,Ground water,Baldwin,DAPHNE,3843,11,49,66
AL0000595,BELK WATER SYSTEM,Community water system,Surface water purchased,Fayette,BELK,993,7,2,35
AL0000596,"BERRY WATER DEPARTMENT, TOWN OF",Community water system,Surface water,Fayette,BERRY,4716,12,20,64
AL0000737,BESSEMER WATER SERVICE,Community water system,Surface water purchased,Jefferson,BESSEMER,81759,30,3,33
AL0001149,BETHEL WATER SYSTEM,Community water system,Ground water purchased,Shelby,WILSONVILLE,3951,5,2,32
AL0000180,BEULAH UTILITIES DISTRICT,Community water system,Surface water purchased,Lee,-,9120,7,10,30
AL0001505,BIG WILLS WATER & FIRE PRO AUTHORITY,Community water system,Ground water,Etowah,ATTALLA,2301,7,59,31
AL0000003,BILLINGSLEY WATER SYSTEM,Community water system,Ground water,Autauga,BILLINGSLEY,1473,12,2,30
AL0000738,BIRMINGHAM WATER WORKS BOARD,Community water system,Surface water,Jefferson,BIRMINGHAM,585000,152,2,80
AL0000615,BLACK WATER WORKS,Community water system,Ground water,Geneva,BLACK,369,5,77,36
AL0001783,BLOUNT COUNTY WATER,Community water system,Surface water,Blount,CLEVELAND,17400,34,71,25
AL0000100,BLOUNTSVILLE UTILITIES BOARD,Community water system,Ground water,Blount,BLOUNTSVILLE,4266,10,6,37
AL0001769,"BLUE HOLE WATER COMPANY, INC., THE",Community water system,Surface water purchased,Blount,-,369,2,8,20
AL0000081,BLUE SPRINGS WATER WORKS,Community water system,Ground water,Barbour,CLIO,600,8,5,39
AL0000936,BOAZ WATER & SEWER BOARD,Community water system,Surface water purchased,Marshall,BOAZ,14631,20,1,28
AL0001322,BOLDO WATER & FIRE PROT. AUTHORITY,Community water system,Surface water purchased,Walker,JASPER,4497,6,1,30
AL0000385,BRANTLEY WATER WORKS,Community water system,Ground water,Crenshaw,BRANTLEY,1485,5,5,32
AL0000091,BRENT UTILITIES BOARD,Community water system,Ground water,Bibb,BRENT,5850,23,3,44
AL0000555,BREWTON WATER WORKS,Community water system,Ground water,Escambia,BREWTON,9756,15,5,86
AL0000713,BRIDGEPORT UTILITIES BOARD,Community water system,Surface water,Jackson,BRIDGEPORT,6000,7,8,48
AL0000921,BRILLIANT WATER WORKS,Community water system,Ground water,Marion,BRILLIANT,1605,8,0,54
AL0000741,BROOKSIDE WATER WORKS,Community water system,Surface water purchased,Jefferson,BROOKSIDE,2550,4,3,28
AL0001110,BRUNDIDGE WATER DEPARTMENT,Community water system,Ground water,Pike,BRUNDIDGE,3795,13,7,35
AL0001290,"BUHL, ELROD & HOLMAN WATER AUTHORITY",Community water system,Ground water,Tuscaloosa,BUHL,3000,7,1,30
AL0001507,BUTLER COUNTY WATER AUTHORITY,Community water system,Ground water,Butler,GREENVILLE,13395,33,12,43
AL0000232,BUTLER WATER SYSTEM,Community water system,Ground water,Choctaw,BUTLER,4395,8,7,49
AL0001150,CALERA WATER WORKS,Community water system,Surface water,Shelby,CALERA,23760,19,16,43
AL0000131,CALHOUN COUNTY WATER & FIRE PR AUTHORITY,Community water system,Surface water purchased,Calhoun,ALEXANDRIA,30810,46,23,37
AL0001374,CAMDEN WATER & SEWER DEPARTMENT,Community water system,Ground water,Wilcox,CAMDEN,4170,13,19,50
AL0001270,CAMP HILL UTILITIES BOARD,Community water system,Surface water purchased,Tallapoosa,CAMP HILL,1710,7,7,28
AL0001324,CARBON HILL UTILITIES BOARD,Community water system,Surface water purchased,Walker,CARBON HILL,3174,9,5,41
AL0001540,CARROLLS CREEK WATER AUTHORITY,Community water system,Surface water purchased,Tuscaloosa,NORTHPORT,14145,15,1,32
AL0001103,CARROLLTON WATER WORKS,Community water system,Ground water purchased,Pickens,-,1404,3,2,28
AL0000337,CASTLEBERRY WATER SYSTEM,Community water system,Ground water,Conecuh,CASTLEBERRY,1086,4,71,40
AL0000187,CEDAR BLUFF UTILITIES BOARD,Community water system,Surface water purchased,Cherokee,CEDAR BLUFF,3753,3,4,27
AL0000547,CENTRAL ELMORE WATER AUTHORITY,Community water system,Surface water,Elmore,WETUMPKA,32877,22,13,42
AL0001739,CENTRAL TALLADEGA COUNTY WATER AUTHORITY,Community water system,Ground water,Talladega,ALPINE,3330,13,4,19
AL0000188,CENTRE WATER & SEWER BOARD,Community water system,Surface water,Cherokee,CENTRE,6108,6,2,113
AL0000092,CENTREVILLE WATER & SEWER,Community water system,Ground water,Bibb,CENTREVILLE,5646,21,22,40
AL0001775,CHANDLER MTN/GREASY COVE WATER AUTHORITY,Community water system,Ground water purchased,St. Clair,STEELE,1734,4,1,15
AL0001358,CHATOM UTILITIES BOARD,Community water system,Ground water,Washington,CHATOM,2064,14,64,31
AL0000184,CHATTAHOOCHEE VALLEY WATER SUPPLY DIST,Community water system,Surface water,Chambers,LANETT,32,3,28,39
AL0000189,CHEROKEE COUNTY WATER AUTHORITY,Community water system,Ground water,Cherokee,PIEDMONT,10740,18,0,42
AL0000311,CHEROKEE WATER & GAS DEPARTMENT,Community water system,Surface water,Colbert,CHEROKEE,2250,4,17,46
AL0001228,CHILDERSBURG WATER & SEWER  BOARD,Community water system,Ground water,Talladega,CHILDERSBURG,9651,21,22,36
AL0000234,CHILTON WATER AUTHORITY,Community water system,Ground water,Chilton,THORSBY,26634,49,21,40
AL0000777,CHISHOLM HEIGHTS WATER & F P AUTHORITY,Community water system,Surface water purchased,Lauderdale,FLORENCE,4302,6,8,30
AL0000233,"CHOCTAW-EDNA WATER AUTHORITY, INC.",Community water system,Ground water purchased,Choctaw,PENNINGTON,894,6,3,24
AL0001293,"CITIZENS WATER SERVICE, INC.",Community water system,Surface water purchased,Tuscaloosa,BROOKWOOD,10950,14,6,40
AL0000213,CLANTON WATER DEPARTMENT,Community water system,Surface water,Chilton,CLANTON,13500,12,31,75
AL0000266,CLAY COUNTY WATER AUTHORITY,Community water system,Surface water,Clay,LINEVILLE,1719,8,14,50
AL0000082,CLAYTON WATER WORKS & SEWER,Community water system,Ground water,Barbour,CLAYTON,2235,11,34,83
AL0001761,CLEBURNE COUNTY WATER AUTHORITY,Community water system,Surface water purchased,Cleburne,HEFLIN,7200,17,2,21
AL0000101,CLEVELAND WATER WORKS,Community water system,Surface water purchased,Blount,CLEVELAND,3384,13,22,41
AL0000083,CLIO WATER WORKS,Community water system,Ground water,Barbour,CLIO,2730,13,10,62
AL0001298,COALING WATER AUTHORITY,Community water system,Surface water purchased,Tuscaloosa,COALING,3738,8,2,29
AL0001789,COFFEE COUNTY WATER AUTHORITY,Community water system,Ground water,Coffee,NEW BROCKTON,5718,24,4,22
AL0000252,COFFEEVILLE WATER WORKS (TOWN OF),Community water system,Ground water,Clarke,COFFEEVILLE,1104,9,5,52
AL0001299,COKER WATER AUTHORITY,Community water system,Surface water purchased,Tuscaloosa,COKER,8370,15,1,37
AL0000314,COLBERT COUNTY RURAL WATER SYSTEM,Community water system,Surface water,Colbert,TUSCUMBIA,10731,23,9,36
AL0000506,COLLINSVILLE WATER WORKS,Community water system,Surface water purchased,DeKalb,COLLINSVILLE,4290,17,5,33
AL0000676,COLUMBIA WATER WORKS,Community water system,Ground water,Houston,COLUMBIA,1188,6,4,34
AL0001151,COLUMBIANA WATER WORKS,Community water system,Ground water,Shelby,COLUMBIANA,11238,21,55,34
AL0001434,COOK SPRINGS WATER AUTHORITY,Community water system,Ground water,St. Clair,-,4191,11,4,28
AL0001805,COOSA VALLEY WATER SUPPLY DISTRICT,Community water system,Surface water,St. Clair,ASHVILLE,25,8,0,7
AL0001327,COPELAND FERRY/PUMPKIN CENTER W S,Community water system,Surface water purchased,Walker,GOODSPRINGS,1086,3,16,27
AL0001326,CORDOVA WATER WORKS & GAS BOARD,Community water system,Surface water purchased,Walker,CORDOVA,3969,8,1,32
AL0000677,COTTONWOOD WATER WORKS,Community water system,Ground water,Houston,COTTONWOOD,3540,12,6,48
AL0000361,COVINGTON COUNTY WATER AUTHORITY,Community water system,Ground water,Covington,ANDALUSIA,13224,28,2,44
AL0000678,COWARTS WATER SYSTEM,Community water system,Ground water,Houston,COWARTS,2262,12,1,43
AL0001460,COWIKEE WATER AUTHORITY,Community water system,Ground water,Barbour,EUFAULA,1989,9,0,29
AL0000508,CROSSVILLE WATER BOARD,Community water system,Surface water purchased,DeKalb,CROSSVILLE,1998,7,35,34
AL0001217,CUBA WATER BOARD,Community water system,Ground water purchased,Sumter,CUBA,591,3,7,29
AL0000394,CULLMAN COUNTY WATER DEPARTMENT,Community water system,Surface water purchased,Cullman,-,49800,27,7,36
AL0000398,CULLMAN UTILITIES BOARD,Community water system,Surface water,Cullman,CULLMAN,32,3,18,84
AL0001786,"CULLMAN WATER WORKS, CITY OF",Community water system,Surface water purchased,Cullman,CULLMAN,35922,9,1,22
AL0000717,CUMBERLAND MOUNTAIN WATER,Community water system,Surface water purchased,Jackson,SCOTTSBORO,5400,11,1,33
AL0001432,CURRY WATER AUTHORITY,Community water system,Surface water purchased,Walker,JASPER,17325,18,6,33
AL0001764,CWM WATER AUTHORITY,Community water system,Surface water purchased,Wilcox,DICKINSON,1722,6,44,18
AL0001273,DADEVILLE WATER WORKS & SEWAGE BOARD,Community water system,Surface water purchased,Tallapoosa,DADEVILLE,3744,9,26,31
AL0000415,DALE COUNTY WATER AUTHORITY,Community water system,Ground water,Dale,OZARK,7932,16,2,48
AL0000420,DALEVILLE WATER & SEWER BOARD,Community water system,Ground water,Dale,DALEVILLE,9657,14,4,39
AL0000463,DALLAS COUNTY WATER & SEWER AUTHORITY,Community water system,Ground water,Dallas,SELMA,5292,11,3,41
AL0000029,DAPHNE (UTILITIES BOARD OF THE CITY OF),Community water system,Ground water,Baldwin,DAPHNE,25968,36,8,84
AL0000971,DAUPHIN ISLAND WATER & SEWER,Community water system,Ground water,Mobile,DAUPHIN ISLAND,5802,21,103,42
AL0001274,DAVISTON WATER SYSTEM (TOWN OF),Community water system,Surface water purchased,Tallapoosa,DAVISTON,630,3,10,32
AL0001084,DECATUR (MUNICIPAL UTILITIES BOARD OF),Community water system,Surface water,Morgan,DECATUR,77100,16,2,66
AL0001368,DEER PARK-VINEGAR BEND WATER & FPA,Community water system,Ground water,Washington,DEER PARK,1377,7,2,33
AL0001796,DEKALB-JACKSON WATER SUPPLY DISTRICT,Community water system,Surface water,Jackson,-,15390,30,21,12
AL0000908,DEMOPOLIS WATER WORKS AND SEWER BOARD,Community water system,Ground water,Marengo,DEMOPOLIS,12453,21,16,42
AL0000767,DETROIT WATER WORKS,Community water system,Ground water,Lamar,DETROIT,435,9,29,33
AL0001721,DORA UTILITIES,Community water system,Surface water purchased,Walker,DORA,4185,6,10,23
AL0000681,DOTHAN UTILITIES (CITY OF),Community water system,Ground water,Houston,DOTHAN,90069,81,106,66
AL0001410,DOUBLE SPRINGS (TOWN OF) W&S BOARD,Community water system,Surface water purchased,Winston,DOUBLE SPRINGS,5715,10,14,33
AL0000940,DOUGLAS WATER AUTHORITY,Community water system,Ground water,Marshall,DOUGLAS,16632,34,2,38
AL0000387,DOZIER WATER WORKS,Community water system,Ground water,Crenshaw,DOZIER,597,6,6,30
AL0000174,EAST ALABAMA WATER & FIRE PRO DISTRICT,Community water system,Surface water purchased,Chambers,-,18000,14,1,30
AL0000558,EAST BREWTON WATER & SEWER BOARD,Community water system,Ground water,Escambia,EAST BREWTON,3120,7,105,33
AL0001770,EAST CENTRAL BALDWIN COUNTY WATER & FPA,Community water system,Ground water,Baldwin,ROBERTSDALE,3198,8,165,25
AL0000402,EAST CULLMAN WATER SYSTEM,Community water system,Surface water purchased,Cullman,CULLMAN,11781,12,4,31
AL0001424,EAST LAUDERDALE COUNTY WATER AUTHORITY,Community water system,Ground water purchased,Lauderdale,ROGERSVILLE,9348,12,1,33
AL0001809,EAST LOWNDES WATER ASSOCIATION,Community water system,Ground water purchased,Lamar,-,372,4,0,7
AL0000533,ECLECTIC WATER WORKS & SEWER BOARD,Community water system,Ground water purchased,Elmore,ECLECTIC,8961,13,15,33
AL0000277,EDWARDSVILLE WATER & FIRE PRO AUTHORITY,Community water system,Surface water purchased,Cleburne,EDWARDSVILLE,1140,4,9,27
AL0000295,ELBA WATER WORKS,Community water system,Ground water,Coffee,ELBA,5553,19,3,35
AL0001380,ELDRIDGE WATER SYSTEM,Community water system,Ground water,Walker,ELDRIDGE,1668,9,28,43
AL0000828,ELKMONT WATER WORKS,Community water system,Surface water purchased,Limestone,ELKMONT,795,5,15,28
AL0000535,ELMORE WATER & SEWER AUTHORITY,Community water system,Surface water purchased,Elmore,ELMORE,12690,28,4,56
AL0001301,"ENGLEWOOD-HULLS WATER SYSTEM, INC.",Community water system,Surface water purchased,Tuscaloosa,TUSCALOOSA,5400,11,1,32
AL0000296,ENTERPRISE WATER WORKS,Community water system,Ground water,Coffee,ENTERPRISE,38500,57,106,45
AL0000563,ESCAMBIA COMMUNITY UTILITIES LLC,Community water system,Ground water,Escambia,HUXFORD,500,10,5,30
AL0000085,EUFAULA WATER WORKS,Community water system,Ground water,Barbour,EUFAULA,17958,32,69,38
AL0000636,EUTAW WATER DEPARTMENT,Community water system,Ground water,Greene,EUTAW,4170,19,6,33
AL0001791,EVERGREEN ESTATES,Community water system,Surface water purchased,Montgomery,MONTGOMERY,1884,2,21,16
AL0000338,EVERGREEN WATER WORKS,Community water system,Ground water,Conecuh,EVERGREEN,5112,15,4,56
AL0001046,EXCEL WATER SYSTEM,Community water system,Ground water,Monroe,EXCEL,3600,8,60,43
AL0000035,FAIRHOPE WATER SYSTEM (CITY OF),Community water system,Ground water,Baldwin,FAIRHOPE,38754,27,110,49
AL0000339,FAIRVIEW WATER SYSTEM (CONECUH),Community water system,Ground water,Conecuh,EVERGREEN,891,5,8,38
AL0001085,FALKVILLE WATER WORKS,Community water system,Surface water purchased,Morgan,FALKVILLE,1362,6,4,32
AL0000909,FAUNSDALE WATER WORKS,Community water system,Ground water,Marengo,FAUNSDALE,497,5,40,35
AL0000594,FAYETTE CO. WATER COORD. & F. P. A.,Community water system,Surface water purchased,Fayette,FAYETTE,4134,17,0,34
AL0000597,FAYETTE WATER WORKS BOARD,Community water system,Surface water,Fayette,FAYETTE,8142,15,0,44
AL0001236,FAYETTEVILLE WATER  AUTHORITY,Community water system,Ground water,Talladega,FAYETTEVILLE,5418,10,2,28
AL0001780,FIVE STAR WATER SUPPLY DISTRICT,Community water system,Surface water,Elmore,PRATTVILLE,100,6,8,34
AL0000559,FLOMATON WATER WORKS,Community water system,Ground water,Escambia,FLOMATON,2493,11,45,31
AL0000363,FLORALA WATER WORKS & SEWER BOARD,Community water system,Ground water,Covington,FLORALA,3051,7,48,35
AL0000783,FLORENCE WATER-WASTEWATER DEPARTMENT,Community water system,Surface water,Lauderdale,FLORENCE,66900,27,2,50
AL0000036,FOLEY (UTILITIES BOARD OF THE CITY OF),Community water system,Ground water,Baldwin,FOLEY,20880,17,6,36
AL0000575,FORDS VALLEY & HWY 278 WATER,Community water system,Ground water purchased,Etowah,PIEDMONT,5532,6,9,30
AL0001428,FORKLAND WATER SYSTEM,Community water system,Ground water,Greene,FORKLAND,1137,4,39,37
AL0000846,FORT DEPOSIT WATER & SEWER BOARD,Community water system,Ground water,Lowndes,FORT DEPOSIT,2280,9,1,39
AL0000509,FORT PAYNE WATER WORKS BOARD,Community water system,Surface water,DeKalb,FORT PAYNE,22716,31,19,46
AL0001489,FORT RUCKER - AMERICAN WATER,Community water system,Ground water,Dale,-,13880,23,8,38
AL0001302,FOSTERS-RALPH WATER AUTHORITY,Community water system,Surface water purchased,Tuscaloosa,RALPH,5985,14,1,31
AL0001500,FRANKLIN COUNTY WATER SERVICES AUTHORITY,Community water system,Surface water,Franklin,RUSSELLVILLE,4950,16,0,30
AL0000860,FRANKLIN WATER SYSTEM (TOWN OF),Community water system,Surface water purchased,Macon,TUSKEGEE,150,3,10,29
AL0001357,FRANKVILLE WATER & FIRE PRO AUTHORITY,Community water system,Ground water,Washington,FRANKVILLE,939,5,8,26
AL0000561,FREEMANVILLE WATER SYSTEM,Community water system,Ground water,Escambia,ATMORE,3384,9,1,33
AL0000537,FRIENDSHIP WATER WORKS,Community water system,Surface water purchased,Elmore,FRIENDSHIP,3723,9,35,30
AL0001047,FRISCO CITY WATER SYSTEM,Community water system,Ground water,Monroe,FRISCO CITY,2100,8,134,29
AL0001360,FRUITDALE WATER SYSTEM,Community water system,Ground water purchased,Washington,CHATOM,3057,7,6,31
AL0001137,FT MITCHELL WATER SYSTEM,Community water system,Ground water,Russell,-,13200,22,21,41
AL0000254,FULTON (UTILITIES BOARD OF THE TOWN OF),Community water system,Ground water,Clarke,FULTON,510,6,5,29
AL0000577,GADSDEN WATER WORKS AND SEWER BOARD,Community water system,Surface water,Etowah,GADSDEN,44637,32,26,38
AL0000364,GANTT WATER SYSTEM,Community water system,Ground water purchased,Covington,GANTT,825,4,2,27
AL0000404,GARDEN CITY WATER DEPARTMENT,Community water system,Surface water purchased,Cullman,GARDEN CITY,1641,7,5,33
AL0000622,GENEVA WATER WORKS,Community water system,Ground water,Geneva,GENEVA,7710,30,5,39
AL0000123,GEORGIANA WATER WORKS & SEWER BOARD,Community water system,Ground water,Butler,GEORGIANA,2793,9,3,44
AL0000237,GILBERTOWN (UTILITIES BOARD OF TOWN OF),Community water system,Ground water,Choctaw,GILBERTOWN,6300,20,3,74
AL0000598,GLEN ALLEN WATER SYSTEM,Community water system,Surface water purchased,Fayette,GLEN ALLEN,1500,7,5,36
AL0000578,GLENCOE WATER WORKS BOARD,Community water system,Ground water,Etowah,GLENCOE,6450,14,25,40
AL0000388,GLENWOOD WATER WORKS,Community water system,Ground water purchased,Crenshaw,GLENWOOD,387,3,63,35
AL0000351,GOODWATER WTR WORKS & SEWER BD (CITY OF),Community water system,Surface water purchased,Coosa,GOODWATER,2640,12,32,49
AL0001105,GORDO WTR GAS & SEWER BOARD,Community water system,Ground water,Pickens,GORDO,3630,9,4,37
AL0000685,GORDON WATER WORKS,Community water system,Ground water,Houston,GORDON,480,5,3,37
AL0001114,GOSHEN WATER WORKS,Community water system,Ground water,Pike,GOSHEN,516,5,26,38
AL0001782,GOVERNMENTAL UTILITY SERVICE CORPORATION,Community water system,Surface water,Jefferson,BESSEMER,32,3,0,20
AL0000983,GRAND BAY WATER WORKS BOARD,Community water system,Ground water,Mobile,GRAND BAY,9735,14,1,34
AL0000748,GRAYSVILLE WATER & SEWER BOARD,Community water system,Surface water purchased,Jefferson,GRAYSVILLE,9279,7,5,29
AL0001798,GREEN PARK SOUTH MOBILE HOME PARK,Community water system,Ground water purchased,Shelby,PELHAM,240,3,2,12
AL0000093,GREEN POND WATER SYSTEM,Community water system,Ground water,Bibb,GREEN POND,6642,22,0,43
AL0000643,GREENE COUNTY WATER AUTHORITY,Community water system,Ground water,Greene,EUTAW,1341,11,11,29
AL0001423,GREENHILL WATER & FIRE PRO AUTHORITY,Community water system,Surface water purchased,Lauderdale,FLORENCE,8013,11,2,70
AL0000645,GREENSBORO (UTILITIES BD OF THE CITY OF),Community water system,Ground water,Hale,GREENSBORO,4500,12,0,33
AL0000125,GREENVILLE WATER WORKS,Community water system,Ground water,Butler,GREENVILLE,9290,20,2,49
AL0000255,GROVE HILL WATER WORKS,Community water system,Ground water,Clarke,GROVE HILL,3450,16,67,79
AL0000924,GUIN WATER & SEWER BOARD,Community water system,Surface water,Marion,GUIN,4416,9,45,54
AL0000038,GULF SHORES (UTILITIES BOARD CITY OF),Community water system,Ground water,Baldwin,GULF SHORES,23823,30,2,37
AL0000943,GUNTERSVILLE WATER WORKS & SEWER BOARD,Community water system,Surface water,Marshall,GUNTERSVILLE,12612,26,2,51
AL0000904,GURLEY WATER SYSTEM,Community water system,Surface water purchased,Madison,GURLEY,1113,8,10,74
AL0000925,HACKLEBURG WATER & SEWER BOARD,Community water system,Surface water purchased,Marion,HACKLEBURG,2403,9,5,34
AL0001541,HACKNEYVILLE WATER & FIRE PRO AUTHORITY,Community water system,Surface water purchased,Tallapoosa,ALEXANDER CITY,1155,5,9,28
AL0001509,HALE COUNTY WATER AUTHORITY,Community water system,Ground water,Hale,GREENSBORO,8802,22,3,40
AL0001411,HALEYVILLE WATER WORKS & SEWER BOARD,Community water system,Surface water purchased,Winston,HALEYVILLE,11835,8,0,35
AL0001516,HAMDEN RIDGE WATER AUTHORITY,Community water system,Ground water,Conecuh,EVERGREEN,2028,7,64,32
AL0000926,HAMILTON WATER WORKS & SEWER BOARD,Community water system,Surface water,Marion,HAMILTON,10500,33,2,44
AL0000406,HANCEVILLE (THE WWSB OF THE CITY OF),Community water system,Ground water,Cullman,HANCEVILLE,5754,14,3,50
AL0001156,HARPERSVILLE WATER SYSTEM,Community water system,Ground water,Shelby,HARPERSVILLE,2109,10,6,35
AL0000624,HARTFORD WATER WORKS,Community water system,Ground water,Geneva,HARTFORD,4038,11,47,28
AL0001086,HARTSELLE UTILITY BOARD,Community water system,Surface water purchased,Morgan,HARTSELLE,20898,13,20,50
AL0000878,HARVEST-MONROVIA WATER SYSTEM,Community water system,Groundwater under influence of surface water,Madison,HARVEST,32109,28,1,143
AL0000316,HAWK PRIDE MT WATER SYSTEM,Community water system,Surface water purchased,Colbert,TUSCUMBIA,4035,10,15,44
AL0000102,HAYDEN WATER WORKS,Community water system,Surface water purchased,Blount,HAYDEN,2418,6,18,41
AL0000847,HAYNEVILLE WATER DEPARTMEMT,Community water system,Ground water,Lowndes,HAYNEVILLE,2958,13,21,40
AL0000664,HEADLAND WATER WORKS,Community water system,Ground water,Henry,HEADLAND,5700,12,1,40
AL0000368,HEATH WATER SYSTEM,Community water system,Ground water purchased,Covington,ANDALUSIA,450,2,2,27
AL0000279,HEFLIN WATER WORKS,Community water system,Surface water,Cleburne,HEFLIN,3621,11,7,46
AL0001157,HELENA UTILITY BOARD,Community water system,Purchased ground water under influence of surface water source,Shelby,HELENA,18900,27,21,39
AL0000663,HENRY COUNTY WATER AUTHORITY,Community water system,Ground water,Henry,ABBEVILLE,10902,24,6,37
AL0000580,HIGHLAND WATER AUTHORITY,Community water system,Surface water purchased,Etowah,GADSDEN,3810,15,16,33
AL0000149,HOBSON CITY WATER SYSTEM,Community water system,Surface water purchased,Calhoun,HOBSON CITY,741,5,17,33
AL0001361,HOBSON WATER SYSTEM,Community water system,Ground water purchased,Washington,CHATOM,621,4,0,27
AL0000604,HODGES WATER SYSTEM,Community water system,Ground water,Franklin,HODGES,2352,9,1,33
AL0000581,HOKES BLUFF WATER BOARD,Community water system,Ground water,Etowah,HOKES BLUFF,5310,7,1,32
AL0000245,HOLLINS WATER AUTHORITY,Community water system,Surface water purchased,Clay,HOLLINS,1302,6,19,25
AL0000540,HOLTVILLE WATER SYSTEM,Community water system,Surface water purchased,Elmore,DEATSVILLE,8355,24,4,56
AL0001755,HOUSTON COUNTY WATER AUTHORITY,Community water system,Ground water,Houston,DOTHAN,4377,7,5,28
AL0000177,HUGULEY WATER AUTHORITY,Community water system,Surface water purchased,Chambers,HUGULEY,6900,15,6,30
AL0000882,HUNTSVILLE UTILITIES,Community water system,Surface water,Madison,HUNTSVILLE,219168,87,0,52
AL0001139,HURTSBORO WATER & SEWER BOARD,Community water system,Ground water,Russell,HURTSBORO,1182,8,4,34
AL0000751,IRONDALE WATER SYSTEM,Community water system,Ground water,Jefferson,IRONDALE,8492,14,21,41
AL0000298,"JACK WATER SYSTEM, INC",Community water system,Ground water,Coffee,JACK,1305,5,8,43
AL0001748,JACKSON COUNTY WATER AUTHORITY,Community water system,Surface water purchased,Jackson,SCOTTSBORO,7050,13,4,22
AL0000256,JACKSON WATER WORKS & SEWER BOARD,Community water system,Surface water,Clarke,JACKSON,9366,14,24,46
AL0001279,JACKSONS GAP WATER AUTHORITY,Community water system,Surface water purchased,Tallapoosa,JACKSONS GAP,5700,10,5,31
AL0000154,JACKSONVILLE UTILITIES,Community water system,Surface water purchased,Calhoun,JACKSONVILLE,13884,16,122,34
AL0001336,JASPER WATER WORKS AND SEWER BOARD,Community water system,Surface water,Walker,JASPER,28638,23,1,120
