PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
OR4100199,BEAVER WATER DISTRICT,Community water system,Surface water,Tillamook,-,600,5,41,9
OR4100081,"BEAVERTON, CITY OF",Community water system,Surface water purchased,Washington,-,70000,11,17,5
OR4101005,BELLA CASA PARK,Community water system,Ground water,Lane,-,125,5,18,5
OR4101221,BELLE PASSI ESTATES,Community water system,Ground water,Marion,-,30,4,74,5
OR4100100,BEND WATER DEPARTMENT,Community water system,Surface water,Deschutes,-,62091,57,309,12
OR4101373,BENTWOOD ESTATES WATER SYSTEM,Community water system,Ground water,Deschutes,-,75,3,74,5
OR4105737,BERNDT CREEK WATER CORP,Community water system,Surface water,Columbia,-,28,5,90,9
OR4100151,BETHEL PARK,Community water system,Ground water,Marion,-,100,8,104,5
OR4100568,BEVERLY BEACH WATER DISTRICT,Community water system,Surface water,Lincoln,-,150,5,58,9
OR4101461,BIG FOOT MOBILE PARK,Community water system,Ground water,Clackamas,-,60,3,116,4
OR4100295,BIG SPRUCE MHP LLC,Community water system,Ground water,Lane,-,80,8,20,6
OR4101068,BIG VALLEY WOODS WATER CORP,Community water system,Ground water,Clackamas,-,420,12,130,7
OR4100086,BLACK BUTTE RANCH CORPORATION,Community water system,Ground water,Deschutes,-,300,10,4,6
OR4100370,BLACK MOUNTAIN WATER DISTRICT,Community water system,Ground water,Morrow,-,43,16,118,4
OR4101277,BLEY-WAS HEIGHTS WTR SYSTEM,Community water system,Ground water,Klamath,-,42,5,96,5
OR4101020,BLUE MOON MOBILE HOME PARK,Community water system,Ground water,Josephine,-,70,5,17,4
OR4100125,BLUE RIVER WATER DISTRICT,Community water system,Ground water,Lane,-,300,4,11,6
OR4100515,BLUE SPRUCE ESTATES,Community water system,Ground water,Jackson,-,55,7,14,6
OR4100129,BLY WATER DISTRICT,Community water system,Ground water,Klamath,-,250,5,85,4
OR4100130,"BOARDMAN, CITY OF",Community water system,Ground water,Morrow,-,3500,8,114,5
OR4101154,BOLDER CITY WATER SYSTEM,Community water system,Ground water,Jackson,-,60,6,140,5
OR4100135,BORING WATER DISTRICT NO 24,Community water system,Ground water,Clackamas,-,1625,11,204,6
OR4193461,BREITENBUSH HOT SPRINGS,Community water system,Surface water,Marion,-,200,6,266,9
OR4100762,BREWSTER COMMUNITY HOMEOWNERS,Community water system,Ground water,Marion,-,50,3,250,6
OR4100552,BRIDGE WATER DISTRICT,Community water system,Groundwater under influence of surface water,Coos,-,150,10,74,6
OR4100143,BRIGHTWOOD WATER WORKS,Community water system,Ground water,Clackamas,-,100,3,68,5
OR4100149,"BROOKINGS, CITY OF",Community water system,Ground water,Curry,-,7120,6,133,5
OR4100152,"BROWNSVILLE, CITY OF",Community water system,Groundwater under influence of surface water,Linn,-,1670,9,46,9
OR4101174,BUELL-RED PRAIRIE WD,Community water system,Surface water,Polk,-,976,13,258,7
OR4100644,BURLINGTON WATER DISTRICT,Community water system,Surface water purchased,Multnomah,-,340,3,12,6
OR4100153,BURNS WATER DEPARTMENT,Community water system,Ground water,Harney,-,3000,10,48,5
OR4100054,BURNSIDE WATER ASSOCIATION,Community water system,Surface water purchased,Clatsop,-,315,3,16,4
OR4100154,"BUTTE FALLS, TOWN OF",Community water system,Ground water,Jackson,-,440,5,30,5
OR4100027,CAMELOT MOBILE HOME PARK,Community water system,Ground water,Linn,-,150,7,64,4
OR4100163,CANBY REGENCY,Community water system,Ground water,Clackamas,-,300,5,132,6
OR4100157,CANBY UTILITY,Community water system,Surface water,Clackamas,-,16866,8,45,8
OR4100164,"CANNON BEACH, CITY OF",Community water system,Ground water,Clatsop,-,1705,11,48,7
OR4100165,CANYON CITY WATER DEPARTMENT,Community water system,Ground water,Grant,-,676,12,20,3
OR4100169,"CANYONVILLE, CITY OF",Community water system,Surface water,Douglas,-,1645,6,69,10
OR4100171,"CARLTON, CITY OF",Community water system,Surface water,Yamhill,-,2125,5,122,10
OR4100565,CARMEL BEACH WATER DISTRICT,Community water system,Ground water,Lincoln,-,36,6,76,6
OR4100733,CAROLINA WATER SYSTEM,Community water system,Ground water,Marion,-,300,5,105,4
OR4100189,CARVER MOBILE RANCH,Community water system,Ground water,Clackamas,-,110,10,139,4
OR4100172,"CASCADE LOCKS, CITY OF",Community water system,Ground water,Hood River,-,1125,10,30,4
OR4101378,CASCADE PINES MHP,Community water system,Ground water,Crook,-,95,7,194,5
OR4101456,CASCADE VIEW ESTATES,Community water system,Ground water,Benton,-,113,4,87,4
OR4100477,CASCADIA MOBILE PARK,Community water system,Ground water,Linn,-,60,4,96,7
OR4101007,CASEYS RIVERSIDE PARK,Community water system,Ground water,Lane,-,84,8,70,6
OR4101510,CASSELMANS WHARF,Community water system,Ground water,Multnomah,-,74,4,6,3
OR4100971,"CAVE JUNCTION, CITY OF",Community water system,Surface water,Josephine,-,1935,9,114,11
OR4101260,CAVEMAN MOBILE HOME PARK,Community water system,Ground water,Josephine,-,45,3,111,6
OR4101043,CEDAR TREE MOBILE HOME PARK,Community water system,Ground water,Columbia,-,50,11,117,6
OR4100280,CEDARHURST IMPROVEMENT CLUB,Community water system,Ground water,Clackamas,-,60,6,77,5
OR4100178,"CENTRAL POINT, CITY OF",Community water system,Surface water purchased,Jackson,-,17025,7,7,4
OR4101326,CENTURY FARM COURT,Community water system,Ground water,Marion,-,40,5,71,4
OR4100066,CENTURY MEADOWS INC,Community water system,Ground water,Marion,-,480,5,100,4
OR4100772,CHAPARRAL MOBILE RANCH,Community water system,Ground water,Marion,-,103,5,5,5
OR4100371,CHARLES TRACTS WATER COMPANY,Community water system,Ground water,Umatilla,-,249,7,129,5
OR4101415,CHART SUBDIVISION,Community water system,Ground water,Umatilla,-,125,3,185,4
OR4101200,CHATEAU MOBILE HOME PARK,Community water system,Ground water,Marion,-,136,9,157,4
OR4100562,CHEHALEM MTN SUN RIDGE WATER CO,Community water system,Ground water,Yamhill,-,70,5,74,4
OR4105426,CHEHALEM TERRACE WATER COMPANY,Community water system,Ground water purchased,Yamhill,-,30,3,3,1
OR4100558,CHEHALEM VALLEY WATER ASSN,Community water system,Ground water purchased,Yamhill,-,75,3,13,4
OR4100867,CHENOWITH PUD,Community water system,Ground water,Wasco,-,4500,21,111,5
OR4100184,CHILOQUIN MUNICIPAL WATER DEPT,Community water system,Ground water,Klamath,-,730,8,48,6
OR4100186,CHRISTMAS VALLEY DOMESTIC WS,Community water system,Ground water,Lake,-,860,7,58,7
OR4100112,CIMMARRON CITY WATER SYSTEM,Community water system,Ground water,Deschutes,-,450,4,9,5
OR4100861,CIRCLE C IMPROVEMENT DISTRICT,Community water system,Ground water,Deschutes,-,150,9,99,6
OR4101021,CIRCLE TREE MOBILE PARK/RANCH,Community water system,Ground water,Josephine,-,57,5,85,5
OR4101267,CITY BIBLE CHURCH,Community water system,Ground water,Multnomah,-,300,7,192,5
OR4101533,CITY OF MILLERSBURG,Community water system,Surface water purchased,Linn,-,1505,3,0,1
OR4100689,CITY OF RAINIER,Community water system,Surface water,Columbia,-,2000,6,141,10
OR4100187,CLACKAMAS RIVER WATER - CLACKAMAS,Community water system,Surface water,Clackamas,-,37638,5,69,9
OR4100594,CLACKAMAS RIVER WATER - CLAIRMONT,Community water system,Surface water purchased,Clackamas,-,15371,7,10,4
OR4100548,CLARKS BRANCH WATER ASSOC,Community water system,Surface water,Douglas,-,140,5,81,11
OR4100194,"CLATSKANIE, CITY OF",Community water system,Surface water,Columbia,-,2392,6,12,10
OR4100048,CLAYTON CREEK MH ESTATES,Community water system,Ground water,Jackson,-,130,10,19,6
OR4101126,CLINE FALLS MOBILE HOME PARK,Community water system,Ground water,Deschutes,-,85,4,111,5
OR4100694,CLINE FALLS OASIS IMPRV DIST,Community water system,Ground water,Deschutes,-,80,4,32,5
OR4101254,CLOVERCREST COMMUNITY WATER SYSTEM,Community water system,Ground water,Josephine,-,65,6,90,5
OR4100886,CLOVERDALE WATER DISTRICT,Community water system,Ground water,Tillamook,-,310,7,47,6
OR4100517,COBBLESTONE MHP,Community water system,Ground water,Jackson,-,90,7,48,6
OR4100200,"COBURG, CITY OF",Community water system,Ground water,Lane,-,1047,6,5,4
OR4100972,COLLEGE MOBILE HOME PARK,Community water system,Ground water,Josephine,-,34,3,256,6
OR4101522,COLLIER LANE HOA,Community water system,Ground water,Klamath,-,60,3,3,3
OR4100202,COLTON WATER DISTRICT,Community water system,Surface water,Clackamas,-,1500,5,242,9
OR4101148,COLUMBIA ACRES WATER ASSOC,Community water system,Ground water,Columbia,-,110,6,78,4
OR4100203,COLUMBIA CITY MUN WATERWORKS,Community water system,Ground water,Columbia,-,1995,11,51,6
OR4106118,COLUMBIA HILLS HOA,Community water system,Ground water,Columbia,-,60,15,166,4
OR4106024,CONDON HEIGHTS WS,Community water system,Ground water,Gilliam,-,33,3,40,3
OR4100204,"CONDON, CITY OF",Community water system,Ground water,Gilliam,-,690,13,18,5
OR4100205,COOS BAY NORTH BEND WTR BRD,Community water system,Surface water,Coos,-,34500,11,13,9
OR4100213,"COQUILLE, CITY OF",Community water system,Surface water,Coos,-,3866,6,110,11
OR4100359,CORBETT WATER DISTRICT,Community water system,Surface water,Multnomah,-,3300,6,121,9
OR4100218,"CORNELIUS, CITY OF",Community water system,Surface water purchased,Washington,-,12161,5,31,5
OR4100225,"CORVALLIS, CITY OF",Community water system,Surface water,Benton,-,56000,12,13,11
OR4100236,"COTTAGE GROVE, CITY OF",Community water system,Surface water,Lane,-,9892,11,38,13
OR4101501,COUNTRY CLUB ESTATES WD,Community water system,Surface water,Coos,-,45,11,37,2
OR4100628,COUNTRY CLUB WATER DISTRICT,Community water system,Ground water,Clackamas,-,150,7,49,5
OR4100340,COUNTRY ESTATES MOBILE PARK,Community water system,Ground water,Josephine,-,175,6,33,5
OR4101182,COUNTRY GARDEN ESTATES MHP,Community water system,Ground water,Morrow,-,175,7,121,5
OR4101045,COUNTRY SQUIRE ESTATES,Community water system,Ground water,Umatilla,-,150,4,8,4
OR4101403,COUNTRY VIEW ESTATES WS,Community water system,Ground water,Lane,-,104,8,25,4
OR4100808,COUNTRY VIEW MH ESTATES,Community water system,Surface water,Jackson,-,132,8,156,9
OR4101022,COUNTRY VIEW MHP,Community water system,Ground water,Josephine,-,80,5,7,4
OR4100793,COUNTRY VILLA MOBILE ESTATES,Community water system,Ground water,Columbia,-,90,5,70,7
OR4100341,COUNTRY VILLAGE MOBILE ESTATES,Community water system,Ground water,Josephine,-,80,5,228,5
OR4101289,COVE ORCHARD WATER ASSOCIATION,Community water system,Surface water purchased,Yamhill,-,300,3,15,4
OR4101243,"COVE, CITY OF",Community water system,Ground water,Union,-,550,9,12,3
OR4190661,COVERED BRIDGE MHP,Community water system,Ground water,Jackson,-,36,5,6,5
OR4100244,CRESCENT WTR SUPPLY & IMPR DIST,Community water system,Ground water,Klamath,-,900,7,13,5
OR4100246,"CRESWELL, CITY OF",Community water system,Surface water,Lane,-,5075,24,94,10
OR4100862,CROOKED RIVER RANCH WTR CO,Community water system,Ground water,Jefferson,-,4000,8,79,5
OR4100446,CROSSROADS MOBILE HOME PARK,Community water system,Ground water,Klamath,-,150,6,211,5
OR4101009,CROWN MOBILE HOME PARK,Community water system,Ground water,Washington,-,42,5,171,6
OR4100386,CRYSTAL SPRINGS WATER DISTRICT,Community water system,Ground water,Hood River,-,5600,5,69,6
OR4101518,CSWA CHEHALEM SPRINGS,Community water system,Ground water,Yamhill,-,130,17,64,3
OR4101519,CSWA OLIVER SPRING,Community water system,Ground water,Yamhill,-,40,5,7,3
OR4100266,CURRINSVILLE MOBILE HOME PARK,Community water system,Ground water,Clackamas,-,90,6,103,4
OR4194910,CYPRESS GROVE RV PARK,Community water system,Ground water,Jackson,-,72,4,30,4
OR4100248,"DALLAS, CITY OF",Community water system,Surface water,Polk,-,14700,8,22,8
OR4100180,DARDANELLE TRAILER PARK,Community water system,Ground water,Jackson,-,70,3,195,6
OR4105117,DARK HOLLOW WATER ASSOCIATION,Community water system,Ground water,Jackson,-,34,5,32,1
OR4101381,DARNEILLE ESTATES,Community water system,Ground water,Josephine,-,47,3,17,4
OR4100252,"DAYTON, CITY OF",Community water system,Ground water,Yamhill,-,2535,30,91,6
OR4100253,"DAYVILLE, CITY OF",Community water system,Ground water,Grant,-,175,13,65,3
OR4101509,DEAN MINARD WATER DISTRICT,Community water system,Surface water purchased,Coos,-,135,3,32,4
OR4100942,DECEPTION CREEK MOBILE PARK,Community water system,Ground water,Lane,-,40,5,131,6
OR4100068,DEER CREEK ESTATES,Community water system,Ground water,Marion,-,350,6,27,5
OR4105114,DEER ISLAND HEIGHTS WS,Community water system,Ground water,Columbia,-,60,7,340,5
OR4100982,DEER ISLAND VILLAGE MHP,Community water system,Ground water,Columbia,-,100,9,113,7
OR4101233,DEER ISLAND WATERWORKS,Community water system,Ground water,Columbia,-,90,5,148,5
OR4101430,DEER PARK WATER ASSN,Community water system,Ground water,Jackson,-,100,4,17,5
OR4101046,DEER POINTE MEADOWS,Community water system,Ground water,Columbia,-,90,4,146,5
OR4101367,DEER TRAIL WATER SYSTEM,Community water system,Ground water,Deschutes,-,45,3,30,5
OR4100833,DEERHORN COMMUNITY WTR ASSN,Community water system,Ground water,Lane,-,275,6,10,5
OR4100254,"DEPOE BAY, CITY OF",Community water system,Surface water,Lincoln,-,1398,10,39,9
OR4100117,DESCHUTES MOBILE PARK,Community water system,Ground water,Deschutes,-,62,3,12,5
OR4100501,DESCHUTES VALLEY WATER DIST,Community water system,Ground water,Jefferson,-,10600,7,49,5
OR4101523,DESERT MEADOWS HOA,Community water system,Ground water purchased,Deschutes,-,150,3,7,2
OR4101138,DESERT MOBILE HOME ESTATES,Community water system,Ground water,Jackson,-,100,4,23,5
OR4100697,DESERT TERRACE MOBILE ESTATES,Community water system,Ground water,Deschutes,-,100,5,126,5
OR4100257,DETROIT WATER SYSTEM,Community water system,Surface water,Marion,-,205,6,56,7
OR4100998,DEXTER OAKS MOBILE HOME PARK,Community water system,Ground water,Lane,-,75,9,23,5
OR4100997,DEXTER SHORES MOBILE HOME PARK,Community water system,Ground water,Lane,-,120,5,15,6
OR4192104,DIAMOND LAKE LODGE/RESORT,Community water system,Ground water,Douglas,-,90,7,139,4
OR4106138,DIAMOND RIDGE SUBDIVISION,Community water system,Ground water,Lane,-,54,9,60,4
OR4100158,DIETZ AIR PARK WATER SYSTEM,Community water system,Ground water,Clackamas,-,85,8,4,4
OR4101411,DIKESIDE MOORAGE,Community water system,Ground water,Columbia,-,44,5,170,5
OR4100259,"DONALD, CITY OF",Community water system,Ground water,Marion,-,985,6,37,5
OR4100260,"DRAIN, CITY OF",Community water system,Surface water,Douglas,-,1151,9,32,11
OR4101282,DRIFTERS MOBILE HOME PARK,Community water system,Ground water,Jackson,-,80,4,39,5
OR4106110,DRY CREEK AIRPARK,Community water system,Ground water,Crook,-,47,3,64,4
OR4100261,"DUFUR, CITY OF",Community water system,Ground water,Wasco,-,610,9,74,5
OR4101216,"DUFUR, SOUTH BASIN",Community water system,Ground water,Wasco,-,90,5,62,6
OR4101319,DUMBECK LANE DISTRICT,Community water system,Surface water purchased,Benton,-,250,5,25,4
OR4101044,DUN-ROLLIN MOBILE HOME PARK,Community water system,Ground water,Umatilla,-,130,6,141,4
OR4100262,"DUNDEE, CITY OF",Community water system,Ground water,Yamhill,-,3356,28,107,5
OR4100962,DUNN COURT DUPLEXES,Community water system,Ground water,Marion,-,88,5,269,4
OR4101534,DUPLEX VILLAGE EAST,Community water system,Ground water,Marion,-,41,3,7,1
OR4101397,DUPLEX VILLAGE WATER SYSTEM,Community water system,Ground water,Marion,-,165,7,103,5
OR4101419,EAGLE CREEK MOBILE ESTATES,Community water system,Ground water,Clackamas,-,35,5,23,5
OR4101222,EAGLE CREST MOBILE HOME PARK,Community water system,Ground water,Clackamas,-,300,8,28,5
OR4101355,EAGLE CREST RESORT,Community water system,Ground water,Deschutes,-,400,7,71,4
OR4100267,"EAGLE POINT, CITY OF",Community water system,Surface water purchased,Jackson,-,9697,3,6,5
OR4101288,EAST YAMHILL RURAL WD,Community water system,Surface water purchased,Yamhill,-,90,3,19,6
OR4100138,EASTMONT WATER COMPANY,Community water system,Ground water,Clackamas,-,250,3,36,6
OR4100270,"ECHO, CITY OF",Community water system,Ground water,Umatilla,-,715,7,8,3
OR4100014,EDEN PARK HOMEOWNERS,Community water system,Ground water,Linn,-,60,5,82,5
OR4100804,ELDERBERRY NEHALEM WS,Community water system,Ground water,Clatsop,-,140,5,143,5
OR4100273,ELGIN WATER DEPARTMENT,Community water system,Ground water,Union,-,1725,7,30,5
OR4101330,ELIZABETHAN MANOR,Community water system,Ground water,Umatilla,-,33,4,26,2
OR4100276,"ELKTON, CITY OF",Community water system,Surface water,Douglas,-,197,5,21,10
OR4100995,EMERALD VALLEY MH & RV PARK,Community water system,Ground water,Lane,-,31,5,157,5
OR4100278,"ENTERPRISE, CITY OF",Community water system,Ground water,Wallowa,-,1985,10,33,5
OR4101252,ESTACADA MOBILE VILLAGE,Community water system,Ground water,Clackamas,-,150,8,13,6
OR4100279,"ESTACADA, CITY OF",Community water system,Surface water,Clackamas,-,3155,5,170,12
OR4101063,EUGENE MOBILE VILLAGE,Community water system,Ground water,Lane,-,260,7,14,5
OR4100287,EUGENE WATER & ELECTRIC BOARD,Community water system,Surface water,Lane,-,168000,5,10,10
OR4100805,EVERGREEN ACRES,Community water system,Ground water,Clatsop,-,100,6,241,6
OR4105946,EVERGREEN MEADOWS WTR IMPROV DIST,Community water system,Ground water,Jackson,-,70,5,64,6
OR4100599,EXCALIBUR VILLAGE,Community water system,Ground water,Clackamas,-,180,4,71,4
OR4100887,FAIRVIEW WATER DISTRICT,Community water system,Ground water,Tillamook,-,1540,8,61,6
OR4100296,"FAIRVIEW, CITY OF",Community water system,Ground water,Multnomah,-,9176,25,93,4
OR4100045,FALCON COVE BEACH WD,Community water system,Ground water,Tillamook,-,200,9,79,6
OR4101075,FALCON HEIGHTS,Community water system,Ground water,Klamath,-,559,6,87,5
OR4105252,FALL CREEK WATER DISTRICT,Community water system,Ground water,Lincoln,-,50,7,133,5
OR4100297,"FALLS CITY, CITY OF",Community water system,Surface water,Polk,-,1000,6,185,7
OR4100919,FERN RIDGE SHORES,Community water system,Ground water,Lane,-,275,5,11,3
OR4100514,FERN VALLEY ESTATES IMPR DIST,Community water system,Ground water,Jackson,-,135,9,17,6
OR4100059,FERNHILL COMMUNITY WTR SYSTEM,Community water system,Surface water purchased,Clatsop,-,300,3,21,6
OR4100421,FERNRIDGE MOBILE ESTATES,Community water system,Ground water,Lane,-,250,7,56,6
OR4101441,FIR GROVE HOMEOWNERS ASSN,Community water system,Surface water purchased,Washington,-,450,3,25,5
OR4100472,FIR GROVE MOBILE COURT,Community water system,Ground water,Linn,-,80,4,88,6
OR4100023,FIR VIEW WATER COMPANY,Community water system,Ground water,Benton,-,163,7,120,6
OR4101144,FISCHERS PLACE MHP,Community water system,Ground water,Malheur,-,125,7,185,5
OR4100124,FISHHAWK LAKE RESERVE AND COMMUNITY,Community water system,Surface water,Columbia,-,350,5,63,10
OR4100299,"FLORENCE, CITY OF",Community water system,Ground water,Lane,-,8412,19,10,5
OR4191521,FLYCASTERS RV PARK,Community water system,Ground water,Jackson,-,70,5,25,4
OR4100455,FLYING K TRAILER RANCH,Community water system,Ground water,Union,-,96,10,43,4
OR4100871,FOLEY LAKES MOBILE HOME PARK,Community water system,Ground water,Wasco,-,300,10,147,7
OR4101536,FORDICE WATER SYSTEM,Community water system,Ground water,Umatilla,-,36,3,2,1
OR4100305,"FOREST GROVE, CITY OF",Community water system,Surface water,Washington,-,23080,14,14,10
OR4101150,FOREST HAVEN SUBDIVISION,Community water system,Ground water,Clackamas,-,165,8,47,6
OR4101207,FOREST PARK MOBILE VILLAGE,Community water system,Ground water,Clackamas,-,85,5,18,6
OR4105734,FORTUNE BRANCH MOBILE VILLAGE,Community water system,Ground water,Douglas,-,80,5,113,5
OR4100307,"FOSSIL, CITY OF",Community water system,Ground water,Wheeler,-,470,12,107,6
OR4100118,FOUR SEASONS MHP,Community water system,Ground water,Deschutes,-,100,5,63,5
OR4101434,FOX HOLLOW ESTATES WATER CORP,Community water system,Ground water,Marion,-,26,4,313,5
OR4101517,FOX RIDGE WATER CO,Community water system,Ground water,Yamhill,-,25,5,12,1
OR4100343,FRUITDALE HEIGHTS WATER CO,Community water system,Ground water,Josephine,-,70,11,68,6
OR4100349,FRUITDALE TRAILER PARK,Community water system,Ground water,Josephine,-,50,5,262,5
OR4105730,G H2O INC,Community water system,Ground water,Harney,-,65,5,102,5
OR4100214,GARDEN VALLEY WATER ASSOCIATION,Community water system,Surface water,Coos,-,30,5,129,10
OR4100311,GARIBALDI WATER SYSTEM,Community water system,Ground water,Tillamook,-,797,6,18,6
OR4100312,"GASTON, CITY OF",Community water system,Surface water purchased,Washington,-,625,4,33,7
OR4100317,"GATES, CITY OF",Community water system,Surface water,Marion,-,490,5,77,8
OR4100318,GEARHART WATER DEPARTMENT,Community water system,Surface water purchased,Clatsop,-,1465,18,20,4
OR4100319,GERVAIS WATER DEPARTMENT,Community water system,Ground water,Marion,-,2250,6,12,4
OR4100320,GILCHRIST WATER SYSTEM LLC,Community water system,Ground water,Klamath,-,440,6,30,6
OR4100321,"GLADSTONE, CITY OF",Community water system,Surface water purchased,Clackamas,-,12000,5,30,5
OR4100323,"GLENDALE, CITY OF",Community water system,Surface water,Douglas,-,872,7,80,11
OR4100459,GLENMORRIE COOPERATIVE ASSN,Community water system,Ground water,Clackamas,-,250,7,14,4
OR4100468,GLENWOOD ACRES HOMEOWNERS,Community water system,Ground water purchased,Deschutes,-,75,7,10,6
OR4100326,GLIDE WATER ASSOCIATION,Community water system,Surface water,Douglas,-,1200,5,102,13
