PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
HI0000237,LANAI CITY,Community water system,Ground water,Maui,LANAI,3200,16,44,8
HI0000102,LAUPAHOEHOE-KAPEHU,Community water system,Ground water,Hawaii,LAUPAHOEHOE,1164,6,0,15
HI0000400,LIHUE-KAPAA,Community water system,Surface water,Kauai,LIHUE-KAPAA,33938,59,9,15
HI0000247,LOWER KULA,Community water system,Surface water,Maui,KULA,3522,5,43,10
HI0000251,MAHANALUA NUI SUBDIVISON,Community water system,Ground water,Maui,MAHANALUA NUI,606,7,0,3
HI0000213,MAKAWAO,Community water system,Surface water,Maui,MAKAWAO,29868,14,99,14
HI0000356,MARINE CORPS BASE HAWAII,Community water system,Ground water purchased,Honolulu,KANEOHE,16300,3,3,9
HI0000256,MAUI HIGHLANDS,Community water system,Ground water,Maui,KIHEI,26,4,0,2
HI0000231,MAUNALOA-KALUAKOI,Community water system,Ground water purchased,Maui,"MAUNALOA, MOLOKAI",1000,12,39,11
HI0000254,MAUNAOLU PLANTATION,Community water system,Ground water,Maui,HAIKU,100,5,0,3
HI0000367,MILILANI,Community water system,Ground water,Honolulu,MILILANI BWS,50420,18,14,7
HI0000436,MOLOAA,Community water system,Ground water,Kauai,ANAHOLA,29,3,0,2
HI0000437,MOLOAA IRRIGATION COOPERATIVE,Community water system,Ground water purchased,Kauai,ANAHOLA,47,2,5,2
HI0000220,NAHIKU,Community water system,Ground water,Maui,NAHIKU,107,3,11,11
HI0000150,NAPUU WATER INC.,Community water system,Ground water,Hawaii,PUUWAAWAA RANCH DHO,468,5,0,7
HI0000357,NCTAMS EASTPAC,Community water system,Ground water,Honolulu,WAHIAWA,6005,5,1,7
HI0000103,NINOLE,Community water system,Ground water,Hawaii,NINOLE,140,3,0,6
HI0000139,NIULII,Community water system,Ground water,Hawaii,NIULII,259,6,1,11
HI0000129,NORTH KOHALA,Community water system,Ground water,Hawaii,NORTH KOHALA,4836,12,0,10
HI0000131,NORTH KONA,Community water system,Ground water,Hawaii,NORTH KONA,28971,25,0,11
HI0000112,OLAA-MOUNTAIN VIEW,Community water system,Ground water,Hawaii,OLAA-MT.VIEW,6394,8,0,15
HI0000209,OLOWALU,Community water system,Ground water,Maui,OLOWALU,100,4,49,13
HI0000104,OOKALA (DWS),Community water system,Ground water,Hawaii,OOKALA,259,3,0,7
HI0000134,PAAUILO,Community water system,Ground water,Hawaii,PAAUILO,707,5,0,11
HI0000430,PACIFIC MISSILE RANGE FACILITY,Community water system,Ground water,Kauai,PMRF HOUSING (DHO),1200,4,1,7
HI0000109,PAHALA,Community water system,Ground water,Hawaii,PAHALA,1218,8,1,9
HI0000111,PAHOA,Community water system,Ground water,Hawaii,PAHOA,2446,8,1,10
HI0000107,PAPAIKOU,Community water system,Ground water,Hawaii,PAPAIKOU,2176,9,1,11
HI0000106,PEPEEKEO,Community water system,Ground water,Hawaii,PEPEEKEO,1442,8,0,11
HI0000167,PEPEEKEO WATER ASSOCIATION,Community water system,Ground water purchased,Hawaii,PEPEEKEO,60,2,1,3
HI0000371,POAMOHO,Community water system,Ground water,Honolulu,WAHIAWA,25,3,8,3
HI0000428,PRINCEVILLE,Community water system,Ground water,Kauai,PRINCEVILLE (DHO),6911,8,1,19
HI0000114,PUNALU'U,Community water system,Ground water,Hawaii,PUNALUU (DHO),200,4,2,11
HI0000345,SCHOFIELD BARRACKS,Community water system,Ground water,Honolulu,-,40850,17,8,11
HI0000130,SOUTH KOHALA,Community water system,Surface water,Hawaii,SOUTH KOHALA,9480,13,95,14
HI0000132,SOUTH KONA,Community water system,Ground water,Hawaii,SOUTH KONA,6415,10,0,13
HI0000312,THE QUEEN'S MEDICAL CENTER,Community water system,Ground water,Honolulu,DOWNTOWN HONOLULU,3400,3,9,10
HI0000346,TRIPLER ARMY MEDICAL CNTR,Community water system,Ground water,Honolulu,MOANALUA,5992,6,8,9
HI0000233,UALAPUE,Community water system,Ground water,Maui,UALAPUE,1119,4,8,12
HI0000215,UPPER KULA,Community water system,Surface water,Maui,KULA,7686,5,92,15
HI0000333,WAHIAWA,Community water system,Ground water,Honolulu,-,23257,8,0,12
HI0000368,WAIAHOLE,Community water system,Ground water,Honolulu,KAHANA VALLEY,300,4,1,10
HI0000366,WAIALEE-SUNSET BEACH,Community water system,Ground water,Honolulu,SUNSET BEACH,4928,10,0,5
HI0000309,WAIALUA SUGAR PUMP 2,Community water system,Ground water,Honolulu,WAIALUA-HALEIWA,400,7,4,12
HI0000332,WAIALUA-HALEIWA,Community water system,Ground water,Honolulu,WAIALUA-HALEIWA,9867,10,0,11
HI0000348,WAIAWA CORRECTIONAL FACILITY,Community water system,Surface water,Honolulu,WAIPAHU,444,3,91,13
HI0000162,WAIKI'I RANCH,Community water system,Ground water,Hawaii,WAIKII RANCH (DHO),102,4,0,2
HI0000135,WAIKOLOA,Community water system,Ground water,Hawaii,WAIKOLOA (DHO),12100,10,6,11
HI0000212,WAILUKU,Community water system,Surface water,Maui,WAILUKU,74511,37,18,14
HI0000108,WAIOHINU-NAALEHU,Community water system,Ground water,Hawaii,WAIOHINU-NAALEHU,2832,6,0,13
HI0000335,WAIPAHU-EWA-WAIANAE,Community water system,Ground water,Honolulu,WAIPAHU-EWA-WAIANAE,210683,87,6,11
HI0000334,WAIPIO HEIGHTS,Community water system,Ground water,Honolulu,WAIPIO,11870,13,0,9
HI0000252,WEST KUIAHA MEADOWS,Community water system,Ground water,Maui,HAIKU,60,3,0,3
HI0000166,WOOD VALLEY,Community water system,Ground water,Hawaii,PAHALA,75,2,0,3
HI0000372,WOODLANDS AT NUUANU,Community water system,Ground water purchased,Honolulu,HONOLULU,48,2,0,2
HI0000258,CONSOLIDATED BASEYARDS,Non-Transient non-community system,Ground water,Maui,WAIKAPU,90,4,8,3
HI0000304,HAWAII COUNTRY CLUB,Non-Transient non-community system,Ground water,Honolulu,NUUANU,400,5,4,9
HI0000144,KILAUEA MILITARY CAMP,Non-Transient non-community system,Ground water,Hawaii,KILAUEA VOLCANO,220,3,0,10
HI0000425,KOKEE STATE PARK,Non-Transient non-community system,Ground water,Kauai,KOKEE STATE PARK,2000,6,4,18
HI0000238,MANELE BAY,Non-Transient non-community system,Ground water,Maui,LANAI,550,8,2,7
HI0000261,MAUI BUSINESS PARK PHASE II,Non-Transient non-community system,Ground water,Maui,KAHULUI,63,4,0,2
HI0000115,MAUNA LOA MACADAMIA NUT,Non-Transient non-community system,Ground water,Hawaii,MAUNALOA MAC NUT DHO,300,5,2,10
HI0000320,MILILANI MEMORIAL PARK,Non-Transient non-community system,Surface water,Honolulu,MILILANI BWS,100,3,90,11
HI0000358,NAVMAG LUALUALEI,Non-Transient non-community system,Ground water,Honolulu,WAIANAE,114,5,2,8
HI0000370,PALEHUA SOLAR OBSERVATORY,Non-Transient non-community system,Ground water purchased,Honolulu,MAKAKILO,50,3,8,3
HI0000324,PUNAHOU SCHOOL,Non-Transient non-community system,Ground water,Honolulu,MANOA,4000,3,3,11
HI0000330,SHERATON HOTELS,Non-Transient non-community system,Ground water,Honolulu,-,2830,3,8,7
HI0000314,ST STEPHEN'S DIOCESAN CTR,Non-Transient non-community system,Ground water,Honolulu,KANEOHE,45,3,2,7
HI0000373,THE QUEEN'S MEDICAL CENTER WEST OAHU,Non-Transient non-community system,Ground water purchased,Honolulu,KUNIA,800,2,0,2
HI0000306,WAIMANO RIDGE,Non-Transient non-community system,Ground water,Honolulu,PEARLRIDGE,400,6,9,9
HI0000240,HAWAII NATURE CENTER,Transient non-community system,Ground water,Maui,WAILUKU,75,4,3,4
HI0000260,KIPAHULU,Transient non-community system,Ground water,Maui,HALEAKALA,2000,3,1,2
HI0000170,NEW MOON FOUNDATION,Transient non-community system,Ground water,Hawaii,KAPAAU,80,3,0,1
HI0000426,POLIHALE STATE PARK,Transient non-community system,Ground water,Kauai,POLIHALE STATE PARK,300,3,0,7
